SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Is_DischargeDataAvailable,RL_of_zeroGauge,MeanSeaLevel,Data Acquisition Time,River Water Level Telemetry Hourly (meter)
9976,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,19-01-2020 12:30,96.108
9977,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,19-01-2020 13:30,96.108
9978,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,19-01-2020 14:30,96.108
9979,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,19-01-2020 15:30,96.107
9980,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,19-01-2020 16:30,96.107
9981,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,19-01-2020 17:30,96.107
9982,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,19-01-2020 18:30,96.107
9983,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,19-01-2020 19:30,96.107
9984,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,19-01-2020 20:30,96.107
9985,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,19-01-2020 21:30,96.107
9986,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,19-01-2020 22:30,96.107
9987,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,19-01-2020 23:30,96.107
9988,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,20-01-2020 00:30,96.107
9989,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,20-01-2020 01:30,96.107
9990,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,20-01-2020 02:30,96.107
9991,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,20-01-2020 03:30,96.107
9992,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,20-01-2020 04:30,96.107
9993,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,20-01-2020 05:30,96.107
9994,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,20-01-2020 06:30,96.107
9995,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,20-01-2020 07:30,96.107
9996,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,20-01-2020 08:30,96.107
9997,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,20-01-2020 09:30,96.107
9998,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,20-01-2020 10:30,96.107
9999,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,20-01-2020 11:30,96.107
10000,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,20-01-2020 12:30,96.107
10001,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,20-01-2020 13:30,96.107
10002,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,20-01-2020 14:30,96.107
10003,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,20-01-2020 15:30,96.107
10004,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,20-01-2020 16:30,96.107
10005,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,21-01-2020 07:30,96.105
10006,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,21-01-2020 08:30,96.105
10007,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,21-01-2020 09:30,96.105
10008,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,21-01-2020 10:30,96.105
10009,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,21-01-2020 11:30,96.105
10010,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,21-01-2020 12:30,96.107
10011,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,21-01-2020 13:30,96.107
10012,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,21-01-2020 14:30,96.107
10013,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,21-01-2020 15:30,96.107
10014,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,21-01-2020 16:30,96.107
10015,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,22-01-2020 01:30,96.108
10016,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,22-01-2020 02:30,96.108
10017,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,22-01-2020 03:30,96.108
10018,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,22-01-2020 04:30,96.108
10019,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,22-01-2020 05:30,96.108
10020,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,22-01-2020 06:30,96.108
10021,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,22-01-2020 07:30,96.108
10022,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,22-01-2020 09:30,96.108
10023,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,22-01-2020 10:30,96.108
10024,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,22-01-2020 11:30,96.108
10025,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,22-01-2020 12:30,96.108
10026,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,22-01-2020 13:30,96.108
10027,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,22-01-2020 14:30,96.108
10028,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,22-01-2020 15:30,96.108
10029,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,22-01-2020 16:30,96.108
10030,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,22-01-2020 17:30,96.108
10031,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,22-01-2020 18:30,96.107
10032,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,22-01-2020 19:30,96.107
10033,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,22-01-2020 20:30,96.108
10034,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,22-01-2020 21:30,96.108
10035,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,22-01-2020 22:30,96.108
10036,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,22-01-2020 23:30,96.108
10037,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,23-01-2020 00:30,96.108
10038,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,23-01-2020 01:30,96.107
10039,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,23-01-2020 02:30,96.108
10040,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,23-01-2020 03:30,96.108
10041,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,23-01-2020 04:30,96.108
10042,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,23-01-2020 05:30,96.108
10043,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,23-01-2020 06:30,96.109
10044,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,23-01-2020 07:30,96.108
10045,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,23-01-2020 08:30,96.108
10046,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,23-01-2020 09:30,96.109
10047,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,23-01-2020 10:30,96.109
10048,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,23-01-2020 11:30,96.109
10049,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,23-01-2020 12:30,96.109
10050,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,23-01-2020 13:30,96.109
10051,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,23-01-2020 14:30,96.109
10052,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,23-01-2020 15:30,96.109
10053,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,23-01-2020 16:30,96.109
10054,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,23-01-2020 17:30,96.108
10055,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,23-01-2020 18:30,96.109
10056,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,23-01-2020 19:30,96.108
10057,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,23-01-2020 20:30,96.108
10058,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,23-01-2020 21:30,96.108
10059,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,23-01-2020 22:30,96.109
10060,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,23-01-2020 23:30,96.109
10061,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,24-01-2020 00:30,96.109
10062,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,24-01-2020 01:30,96.109
10063,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,24-01-2020 02:30,96.109
10064,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,24-01-2020 03:30,96.109
10065,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,24-01-2020 04:30,96.109
10066,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,24-01-2020 05:30,96.109
10067,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,24-01-2020 06:30,96.109
10068,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,24-01-2020 07:30,96.109
10069,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,14-02-2020 11:30,96.105
10070,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,14-02-2020 12:30,96.105
10071,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,14-02-2020 13:30,96.105
10072,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,14-02-2020 14:30,96.105
10073,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,14-02-2020 15:30,96.105
10074,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,14-02-2020 16:30,96.105
10075,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,14-02-2020 17:30,96.105
10076,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,14-02-2020 18:30,96.105
10077,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,14-02-2020 19:30,96.105
10078,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,14-02-2020 20:30,96.105
10079,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,14-02-2020 21:30,96.105
10080,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,14-02-2020 22:30,96.105
10081,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,14-02-2020 23:30,96.105
10082,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,15-02-2020 00:30,96.105
10083,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,15-02-2020 01:30,96.105
10084,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,15-02-2020 02:30,96.105
10085,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,15-02-2020 03:30,96.105
10086,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,15-02-2020 04:30,96.105
10087,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,15-02-2020 05:30,96.105
10088,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,Yes,95.0000,0,15-02-2020 06:30,96.105
