event_id,flood_event_date,timestamp,state,district,flood_severity,duration_hours,flood_history_count,population_affected,road_closures,bridge_closures,cause
FLOOD003705,15-02-2025,15-02-2025 02:00,Karnataka,Mangaluru,Severe,3.8,3,2695.0,1,1.0,Urban Waterlogging
FLOOD003706,26-09-2025,26-09-2025 21:00,Uttar Pradesh,Prayagraj,Severe,2.0,1,1970.0,3,0.0,Heavy Rainfall
FLOOD003707,17-03-2025,17-03-2025 11:00,Assam,Dhemaji,Severe,11.3,7,2698.0,1,1.0,Urban Waterlogging
FLOOD003708,21-06-2025,21-06-2025 17:00,Kerala,Kozhikode,Severe,5.3,5,2211.0,5,0.0,Cyclonic Rain
FLOOD003709,26-02-2025,26-02-2025 07:00,Uttar Pradesh,Kanpur,Severe,3.2,3,1472.0,2,0.0,Heavy Rainfall
FLOOD003710,22-11-2025,22-11-2025 17:00,Assam,Guwahati,Severe,2.0,1,3207.0,1,1.0,River Overflow
FLOOD003711,02-01-2026,02-01-2026 12:00,Tamil Nadu,Coimbatore,Severe,2.0,1,1461.0,2,1.0,River Overflow
FLOOD003712,20-03-2025,20-03-2025 22:00,Uttar Pradesh,Gorakhpur,Moderate,4.8,5,1149.0,0,0.0,Heavy Rainfall
FLOOD003713,04-10-2025,04-10-2025 15:00,Bihar,Darbhanga,Moderate,2.0,3,1987.0,0,1.0,Heavy Rainfall
FLOOD003714,24-01-2025,24-01-2025 13:00,Gujarat,Surat,Severe,6.2,5,1660.0,2,0.0,Cyclonic Rain
FLOOD003715,12-06-2025,12-06-2025 15:00,Uttar Pradesh,Lucknow,Severe,9.8,5,3307.0,1,0.0,River Overflow
FLOOD003716,23-10-2025,23-10-2025 20:00,Maharashtra,Pune,Minor,7.2,3,1106.0,0,0.0,Heavy Rainfall
FLOOD003717,03-06-2025,03-06-2025 01:00,Uttar Pradesh,Prayagraj,Severe,3.0,3,2573.0,2,1.0,River Overflow
FLOOD003718,01-07-2025,01-07-2025 22:00,Tamil Nadu,Thanjavur,Moderate,2.0,2,2549.0,0,1.0,River Overflow
FLOOD003719,11-11-2025,11-11-2025 09:00,Gujarat,Bharuch,Severe,5.2,5,2123.0,1,1.0,Urban Waterlogging
FLOOD003720,20-02-2025,20-02-2025 12:00,Uttar Pradesh,Prayagraj,Moderate,2.0,1,1739.0,1,0.0,Urban Waterlogging
FLOOD003721,19-02-2025,19-02-2025 13:00,Assam,Guwahati,Severe,2.0,1,2411.0,3,1.0,Urban Waterlogging
FLOOD003722,14-06-2025,14-06-2025 19:00,Tamil Nadu,Madurai,Severe,10.4,8,3132.0,1,1.0,River Overflow
FLOOD003723,07-02-2025,07-02-2025 10:00,West Bengal,Murshidabad,Severe,2.7,2,4229.0,3,1.0,River Overflow
FLOOD003724,19-07-2025,19-07-2025 10:00,Odisha,Balasore,Severe,2.0,2,1430.0,2,1.0,Heavy Rainfall
FLOOD003725,04-12-2025,04-12-2025 04:00,West Bengal,Murshidabad,Severe,2.0,2,2717.0,1,0.0,River Overflow
FLOOD003726,11-07-2025,11-07-2025 18:00,Uttar Pradesh,Prayagraj,Moderate,2.0,2,1228.0,2,0.0,River Overflow
FLOOD003727,06-01-2026,06-01-2026 16:00,Karnataka,Mysuru,Severe,2.0,1,3181.0,2,0.0,Heavy Rainfall
FLOOD003728,24-05-2025,24-05-2025 22:00,Kerala,Kochi,Severe,4.8,4,2243.0,4,1.0,Heavy Rainfall
FLOOD003729,31-05-2025,31-05-2025 09:00,Uttar Pradesh,Prayagraj,Severe,5.4,5,2764.0,1,0.0,Heavy Rainfall
FLOOD003730,06-12-2025,06-12-2025 21:00,Tamil Nadu,Madurai,Moderate,3.9,2,928.0,2,0.0,Heavy Rainfall
FLOOD003731,01-01-2026,01-01-2026 05:00,Kerala,Thrissur,Severe,5.3,4,1504.0,2,2.0,Heavy Rainfall
FLOOD003732,08-02-2026,08-02-2026 05:00,Odisha,Puri,Severe,7.4,7,3514.0,1,0.0,River Overflow
FLOOD003733,12-11-2025,12-11-2025 12:00,Tamil Nadu,Madurai,Severe,5.7,4,4455.0,1,1.0,River Overflow
FLOOD003734,12-06-2025,12-06-2025 21:00,Bihar,Bhagalpur,Severe,2.6,2,2336.0,2,1.0,Heavy Rainfall
FLOOD003735,17-06-2025,17-06-2025 20:00,Odisha,Cuttack,Severe,5.7,5,2400.0,0,1.0,River Overflow
FLOOD003736,13-06-2025,13-06-2025 19:00,Kerala,Kozhikode,Severe,3.0,6,3431.0,5,1.0,River Overflow
FLOOD003737,08-04-2025,08-04-2025 04:00,Kerala,Alappuzha,Moderate,3.3,4,1698.0,3,0.0,Cyclonic Rain
FLOOD003738,01-11-2025,01-11-2025 06:00,Odisha,Cuttack,Moderate,5.6,5,713.0,2,0.0,Heavy Rainfall
FLOOD003739,05-04-2025,05-04-2025 06:00,Odisha,Kendrapara,Severe,4.0,1,2985.0,1,1.0,River Overflow
FLOOD003740,21-01-2026,21-01-2026 20:00,West Bengal,Darjeeling,Severe,5.8,3,2338.0,4,1.0,Heavy Rainfall
FLOOD003741,29-08-2025,29-08-2025 21:00,Karnataka,Udupi,Moderate,2.0,2,1153.0,1,0.0,Heavy Rainfall
FLOOD003742,19-04-2025,19-04-2025 03:00,West Bengal,Darjeeling,Severe,8.0,5,2519.0,1,1.0,Heavy Rainfall
FLOOD003743,28-10-2025,28-10-2025 00:00,Uttar Pradesh,Prayagraj,Severe,5.3,3,2095.0,2,1.0,River Overflow
FLOOD003744,30-05-2025,30-05-2025 17:00,Tamil Nadu,Tiruppur,Severe,4.8,5,1695.0,1,0.0,Urban Waterlogging
FLOOD003745,06-08-2025,06-08-2025 08:00,Gujarat,Rajkot,Severe,8.0,7,1130.0,3,2.0,River Overflow
FLOOD003746,12-02-2025,12-02-2025 22:00,Bihar,Bhagalpur,Moderate,2.0,1,942.0,1,1.0,River Overflow
FLOOD003747,06-11-2025,06-11-2025 17:00,Kerala,Kochi,Severe,5.7,3,3049.0,2,0.0,Heavy Rainfall
FLOOD003748,25-11-2025,25-11-2025 05:00,Karnataka,Udupi,Severe,7.3,4,3439.0,3,0.0,Heavy Rainfall
FLOOD003749,03-01-2026,03-01-2026 15:00,Tamil Nadu,Thanjavur,Severe,9.0,5,1560.0,2,1.0,River Overflow
FLOOD003750,10-12-2025,10-12-2025 04:00,Tamil Nadu,Thanjavur,Severe,4.9,4,858.0,1,0.0,Cyclonic Rain
FLOOD003751,27-08-2025,27-08-2025 21:00,Gujarat,Rajkot,Severe,3.1,2,2843.0,4,1.0,Urban Waterlogging
FLOOD003752,13-08-2025,13-08-2025 02:00,Odisha,Cuttack,Severe,3.3,1,2906.0,2,2.0,River Overflow
FLOOD003753,20-11-2025,20-11-2025 10:00,Kerala,Alappuzha,Severe,2.0,3,1809.0,3,1.0,Heavy Rainfall
FLOOD003754,15-03-2025,15-03-2025 03:00,Tamil Nadu,Thanjavur,Severe,5.7,5,1886.0,3,1.0,River Overflow
FLOOD003755,03-11-2025,03-11-2025 11:00,Assam,Barpeta,Severe,7.4,6,2121.0,1,2.0,River Overflow
FLOOD003756,23-06-2025,23-06-2025 09:00,Kerala,Kochi,Severe,2.0,1,1644.0,1,1.0,Heavy Rainfall
FLOOD003757,10-01-2025,10-01-2025 15:00,Tamil Nadu,Coimbatore,Severe,4.0,2,2133.0,3,0.0,River Overflow
FLOOD003758,04-12-2025,04-12-2025 16:00,Kerala,Kochi,Severe,7.5,5,3235.0,3,1.0,River Overflow
FLOOD003759,05-01-2025,05-01-2025 14:00,Tamil Nadu,Chennai,Severe,2.2,1,2041.0,2,0.0,Urban Waterlogging
FLOOD003760,16-08-2025,16-08-2025 09:00,Karnataka,Bengaluru,Severe,2.0,1,2754.0,4,2.5,Heavy Rainfall
FLOOD003761,07-10-2025,07-10-2025 12:00,Kerala,Kozhikode,Severe,2.0,1,1394.0,0,0.0,Cyclonic Rain
FLOOD003762,15-04-2025,15-04-2025 18:00,Tamil Nadu,Madurai,Severe,2.0,2,3425.0,5,0.0,Cyclonic Rain
FLOOD003763,06-09-2025,06-09-2025 09:00,Gujarat,Bharuch,Severe,3.2,4,3342.0,2,2.5,Cyclonic Rain
FLOOD003764,28-06-2025,28-06-2025 07:00,Uttar Pradesh,Kanpur,Severe,2.0,0,2445.0,0,1.0,Urban Waterlogging
FLOOD003765,16-07-2025,16-07-2025 16:00,Assam,Barpeta,Severe,7.0,4,1040.0,2,0.0,River Overflow
FLOOD003766,02-05-2025,02-05-2025 13:00,Gujarat,Vadodara,Severe,3.9,2,2137.0,2,2.0,Heavy Rainfall
FLOOD003767,27-01-2026,27-01-2026 06:00,Tamil Nadu,Madurai,Severe,7.6,7,2220.0,1,1.0,Urban Waterlogging
FLOOD003768,05-05-2025,05-05-2025 16:00,Tamil Nadu,Tiruppur,Minor,3.3,3,320.0,0,0.0,Heavy Rainfall
FLOOD003769,07-04-2025,07-04-2025 13:00,Bihar,Darbhanga,Moderate,11.1,5,1892.0,0,1.0,River Overflow
FLOOD003770,21-07-2025,21-07-2025 23:00,Bihar,Muzaffarpur,Severe,3.9,3,3084.0,2,2.5,River Overflow
FLOOD003771,28-06-2025,28-06-2025 20:00,Maharashtra,Mumbai,Severe,8.1,5,2536.0,0,1.0,Cyclonic Rain
FLOOD003772,19-10-2025,19-10-2025 07:00,Kerala,Thrissur,Severe,5.5,4,682.0,0,1.0,Heavy Rainfall
FLOOD003773,05-03-2025,05-03-2025 03:00,Kerala,Kochi,Moderate,6.2,4,2122.0,3,0.0,Heavy Rainfall
FLOOD003774,10-01-2025,10-01-2025 00:00,Bihar,Gaya,Severe,2.5,3,1566.0,0,0.0,River Overflow
FLOOD003775,19-01-2026,19-01-2026 21:00,Karnataka,Udupi,Severe,2.0,1,2217.0,2,0.0,River Overflow
FLOOD003776,13-01-2026,13-01-2026 13:00,West Bengal,Murshidabad,Severe,2.4,1,1445.0,1,2.0,Heavy Rainfall
FLOOD003777,17-12-2025,17-12-2025 17:00,Karnataka,Mangaluru,Severe,6.1,4,2178.0,0,0.0,River Overflow
FLOOD003778,05-04-2025,05-04-2025 07:00,Bihar,Muzaffarpur,Severe,8.3,8,2369.0,0,1.0,Cyclonic Rain
FLOOD003779,10-08-2025,10-08-2025 22:00,Gujarat,Ahmedabad,Severe,2.0,2,1980.0,0,0.0,River Overflow
FLOOD003780,13-10-2025,13-10-2025 00:00,Assam,Dhemaji,Severe,4.5,4,4500.0,1,2.0,Heavy Rainfall
FLOOD003781,21-12-2025,21-12-2025 02:00,Assam,Dhemaji,Moderate,10.3,8,1198.0,0,0.0,Heavy Rainfall
FLOOD003782,08-09-2025,08-09-2025 10:00,Tamil Nadu,Madurai,Severe,9.1,7,2587.0,1,2.0,Heavy Rainfall
FLOOD003783,07-02-2025,07-02-2025 05:00,Assam,Dibrugarh,Moderate,3.8,4,1503.0,0,0.0,River Overflow
FLOOD003784,04-03-2025,04-03-2025 02:00,Kerala,Alappuzha,Moderate,6.3,6,2364.0,0,0.0,Heavy Rainfall
FLOOD003785,06-05-2025,06-05-2025 03:00,Assam,Dibrugarh,Severe,4.5,2,2455.0,1,0.0,Cyclonic Rain
FLOOD003786,19-03-2025,19-03-2025 02:00,Uttar Pradesh,Kanpur,Severe,2.0,0,1171.0,2,1.0,Cyclonic Rain
FLOOD003787,05-08-2025,05-08-2025 15:00,Kerala,Alappuzha,Severe,7.0,5,1825.0,1,1.0,Heavy Rainfall
FLOOD003788,23-09-2025,23-09-2025 20:00,Odisha,Puri,Moderate,8.4,7,996.0,0,0.0,Heavy Rainfall
FLOOD003789,14-01-2025,14-01-2025 12:00,Kerala,Kozhikode,Severe,7.5,6,3771.0,1,0.0,River Overflow
FLOOD003790,20-02-2025,20-02-2025 15:00,Gujarat,Rajkot,Severe,2.0,2,3891.0,2,0.0,Heavy Rainfall
FLOOD003791,01-05-2025,01-05-2025 19:00,Tamil Nadu,Tiruppur,Severe,2.0,0,2354.0,1,1.0,Urban Waterlogging
FLOOD003792,03-05-2025,03-05-2025 05:00,Karnataka,Bengaluru,Moderate,2.0,2,1644.0,0,0.0,River Overflow
FLOOD003793,02-06-2025,02-06-2025 10:00,Gujarat,Vadodara,Severe,3.3,2,3928.0,0,0.0,River Overflow
FLOOD003794,28-12-2025,28-12-2025 14:00,Maharashtra,Kolhapur,Severe,7.6,6,3103.0,0,0.0,River Overflow
FLOOD003795,06-10-2025,06-10-2025 01:00,Karnataka,Udupi,Severe,7.6,4,3341.0,0,1.0,River Overflow
FLOOD003796,29-11-2025,29-11-2025 04:00,Bihar,Muzaffarpur,Severe,6.8,4,2772.0,1,1.0,Urban Waterlogging
FLOOD003797,24-12-2025,24-12-2025 18:00,Uttar Pradesh,Gorakhpur,Moderate,4.6,3,1643.0,0,0.0,Heavy Rainfall
FLOOD003798,15-09-2025,15-09-2025 01:00,Karnataka,Bengaluru,Severe,5.7,6,3541.0,3,0.0,Heavy Rainfall
FLOOD003799,10-02-2026,10-02-2026 04:00,Karnataka,Mangaluru,Severe,7.1,4,3463.0,0,2.0,Heavy Rainfall
FLOOD003800,17-02-2025,17-02-2025 01:00,Bihar,Muzaffarpur,Severe,2.0,0,3236.0,2,1.0,Heavy Rainfall
FLOOD003801,05-01-2026,05-01-2026 00:00,Assam,Guwahati,Moderate,6.7,5,1176.0,2,0.0,Heavy Rainfall
FLOOD003802,02-05-2025,02-05-2025 14:00,West Bengal,Darjeeling,Moderate,2.0,1,867.0,0,2.0,Heavy Rainfall
FLOOD003803,12-06-2025,12-06-2025 14:00,Gujarat,Surat,Minor,2.0,1,393.0,0,0.0,River Overflow
FLOOD003804,28-11-2025,28-11-2025 03:00,West Bengal,Murshidabad,Severe,6.2,6,3912.0,1,0.0,Heavy Rainfall
FLOOD003805,15-01-2026,15-01-2026 01:00,Odisha,Kendrapara,Moderate,2.0,1,1958.0,1,1.0,Heavy Rainfall
FLOOD003806,09-06-2025,09-06-2025 11:00,Karnataka,Bengaluru,Severe,10.7,8,3726.0,0,1.0,River Overflow
FLOOD003807,25-07-2025,25-07-2025 03:00,Karnataka,Mangaluru,Severe,6.1,5,3574.0,3,2.0,River Overflow
FLOOD003808,09-01-2025,09-01-2025 16:00,Gujarat,Ahmedabad,Severe,2.0,0,2792.0,0,0.0,Heavy Rainfall
FLOOD003809,16-05-2025,16-05-2025 14:00,Assam,Dhemaji,Severe,4.8,5,3990.0,5,0.0,Cyclonic Rain
FLOOD003810,27-04-2025,27-04-2025 11:00,West Bengal,Howrah,Severe,2.5,2,2414.0,3,1.0,Heavy Rainfall
FLOOD003811,01-08-2025,01-08-2025 18:00,Bihar,Gaya,Moderate,6.9,4,2069.0,1,0.0,Heavy Rainfall
FLOOD003812,11-01-2026,11-01-2026 11:00,Tamil Nadu,Tiruppur,Severe,3.4,3,3179.0,0,1.0,Heavy Rainfall
FLOOD003813,03-02-2025,03-02-2025 06:00,Odisha,Puri,Minor,2.9,3,1211.0,0,0.0,River Overflow
FLOOD003814,15-01-2026,15-01-2026 09:00,West Bengal,Darjeeling,Severe,8.6,7,2538.0,1,0.0,Heavy Rainfall
FLOOD003815,31-01-2025,31-01-2025 14:00,Odisha,Kendrapara,Severe,4.9,4,1781.0,2,1.0,Heavy Rainfall
FLOOD003816,04-04-2025,04-04-2025 12:00,Bihar,Muzaffarpur,Moderate,4.2,3,1914.0,1,2.0,Heavy Rainfall
FLOOD003817,08-01-2025,08-01-2025 10:00,Kerala,Kochi,Severe,8.2,7,1241.0,1,1.0,Heavy Rainfall
FLOOD003818,31-08-2025,31-08-2025 22:00,Kerala,Kottayam,Severe,2.0,3,2689.0,0,0.0,Cyclonic Rain
FLOOD003819,20-10-2025,20-10-2025 00:00,Kerala,Kochi,Severe,2.0,3,2207.0,1,2.0,River Overflow
FLOOD003820,18-02-2025,18-02-2025 22:00,Karnataka,Bengaluru,Moderate,5.2,3,1022.0,1,0.0,Heavy Rainfall
FLOOD003821,04-10-2025,04-10-2025 18:00,Maharashtra,Pune,Severe,4.2,1,2419.0,0,0.0,Heavy Rainfall
FLOOD003822,01-09-2025,01-09-2025 16:00,Uttar Pradesh,Varanasi,Moderate,2.0,3,2195.0,0,1.0,Heavy Rainfall
FLOOD003823,18-03-2025,18-03-2025 07:00,Bihar,Patna,Moderate,6.4,4,1991.0,1,0.0,Heavy Rainfall
FLOOD003824,30-11-2025,30-11-2025 03:00,Bihar,Darbhanga,Severe,5.8,2,3259.0,2,2.5,Urban Waterlogging
FLOOD003825,22-01-2026,22-01-2026 15:00,West Bengal,Kolkata,Severe,6.4,6,2282.0,1,1.0,Heavy Rainfall
FLOOD003826,26-11-2025,26-11-2025 01:00,Bihar,Gaya,Minor,5.6,4,1460.0,0,0.0,River Overflow
FLOOD003827,25-12-2025,25-12-2025 05:00,Gujarat,Surat,Severe,7.0,8,2847.0,2,2.0,Heavy Rainfall
FLOOD003828,22-12-2025,22-12-2025 02:00,Maharashtra,Nashik,Severe,4.9,4,2485.0,2,0.0,Heavy Rainfall
FLOOD003829,09-01-2025,09-01-2025 06:00,Kerala,Kochi,Severe,5.8,5,2375.0,1,0.0,Cyclonic Rain
FLOOD003830,27-11-2025,27-11-2025 08:00,Tamil Nadu,Chennai,Severe,2.0,0,1213.0,2,0.0,River Overflow
FLOOD003831,22-10-2025,22-10-2025 20:00,Uttar Pradesh,Lucknow,Moderate,5.7,4,1171.0,0,0.0,Heavy Rainfall
FLOOD003832,22-01-2026,22-01-2026 20:00,Karnataka,Bengaluru,Severe,8.9,6,2277.0,0,2.5,Cyclonic Rain
FLOOD003833,15-02-2025,15-02-2025 17:00,Tamil Nadu,Thanjavur,Severe,4.4,6,2419.0,1,0.0,Heavy Rainfall
FLOOD003834,23-01-2025,23-01-2025 20:00,Assam,Barpeta,Moderate,4.9,3,2066.0,1,1.0,River Overflow
FLOOD003835,15-10-2025,15-10-2025 20:00,Odisha,Puri,Severe,2.0,0,2343.0,1,0.0,River Overflow
FLOOD003836,09-12-2025,09-12-2025 21:00,West Bengal,Murshidabad,Moderate,8.5,7,303.0,1,0.0,River Overflow
FLOOD003837,16-07-2025,16-07-2025 02:00,Kerala,Alappuzha,Moderate,4.9,3,2641.0,2,0.0,Heavy Rainfall
FLOOD003838,16-10-2025,16-10-2025 00:00,Maharashtra,Nashik,Moderate,2.0,1,537.0,1,0.0,Heavy Rainfall
FLOOD003839,21-05-2025,21-05-2025 09:00,Uttar Pradesh,Gorakhpur,Moderate,3.9,4,1237.0,0,0.0,Heavy Rainfall
FLOOD003840,12-11-2025,12-11-2025 23:00,Uttar Pradesh,Kanpur,Moderate,2.0,4,2675.0,0,0.0,Cyclonic Rain
FLOOD003841,16-04-2025,16-04-2025 12:00,Odisha,Bhubaneswar,Severe,3.8,4,2329.0,3,0.0,River Overflow
FLOOD003842,18-06-2025,18-06-2025 23:00,Tamil Nadu,Chennai,Severe,5.0,4,1253.0,1,2.0,Heavy Rainfall
FLOOD003843,07-04-2025,07-04-2025 10:00,Gujarat,Surat,Severe,2.0,3,4063.0,2,0.0,Heavy Rainfall
FLOOD003844,05-10-2025,05-10-2025 05:00,Tamil Nadu,Tiruppur,Severe,3.3,1,2547.0,2,1.0,Heavy Rainfall
FLOOD003845,14-10-2025,14-10-2025 21:00,Uttar Pradesh,Lucknow,Severe,3.4,3,2523.0,3,0.0,Heavy Rainfall
FLOOD003846,05-09-2025,05-09-2025 09:00,West Bengal,Malda,Moderate,11.4,8,1499.0,1,0.0,Heavy Rainfall
FLOOD003847,28-04-2025,28-04-2025 07:00,Maharashtra,Nashik,Severe,3.2,3,2777.0,1,2.0,Heavy Rainfall
FLOOD003848,24-05-2025,24-05-2025 05:00,Maharashtra,Nashik,Moderate,9.9,8,1514.0,0,1.0,Urban Waterlogging
FLOOD003849,11-06-2025,11-06-2025 16:00,Uttar Pradesh,Lucknow,Severe,5.3,3,3356.0,2,1.0,River Overflow
FLOOD003850,23-06-2025,23-06-2025 05:00,Uttar Pradesh,Varanasi,Severe,2.0,2,1994.0,0,0.0,Cyclonic Rain
FLOOD003851,03-01-2025,03-01-2025 18:00,Maharashtra,Nagpur,Severe,4.3,3,1698.0,3,0.0,River Overflow
FLOOD003852,24-11-2025,24-11-2025 18:00,Odisha,Bhubaneswar,Moderate,2.3,2,1451.0,2,0.0,River Overflow
FLOOD003853,26-01-2025,26-01-2025 16:00,Gujarat,Rajkot,Moderate,8.5,8,2085.0,0,0.0,Heavy Rainfall
FLOOD003854,16-02-2025,16-02-2025 14:00,Bihar,Bhagalpur,Severe,7.9,5,1812.0,1,0.0,Heavy Rainfall
FLOOD003855,16-05-2025,16-05-2025 20:00,West Bengal,Malda,Severe,6.3,3,1890.0,1,0.0,River Overflow
FLOOD003856,22-05-2025,22-05-2025 17:00,Karnataka,Mysuru,Severe,4.2,4,1533.0,0,1.0,Urban Waterlogging
FLOOD003857,03-06-2025,03-06-2025 20:00,Uttar Pradesh,Varanasi,Severe,4.8,6,1736.0,0,2.0,River Overflow
FLOOD003858,09-02-2025,09-02-2025 01:00,Tamil Nadu,Tiruppur,Severe,5.4,4,1781.0,1,2.0,Heavy Rainfall
FLOOD003859,03-10-2025,03-10-2025 04:00,Maharashtra,Nagpur,Severe,2.0,2,2267.0,1,2.5,River Overflow
FLOOD003860,18-04-2025,18-04-2025 04:00,Tamil Nadu,Chennai,Severe,5.6,5,1807.0,2,2.0,Urban Waterlogging
FLOOD003861,11-11-2025,11-11-2025 00:00,Maharashtra,Mumbai,Severe,7.2,6,2427.0,1,0.0,River Overflow
FLOOD003862,21-09-2025,21-09-2025 12:00,West Bengal,Howrah,Moderate,11.1,8,601.0,2,1.0,River Overflow
FLOOD003863,26-01-2025,26-01-2025 22:00,Tamil Nadu,Thanjavur,Severe,5.5,2,2647.0,3,1.0,River Overflow
FLOOD003864,12-03-2025,12-03-2025 01:00,West Bengal,Kolkata,Severe,5.9,6,3000.0,0,0.0,Cyclonic Rain
FLOOD003865,30-03-2025,30-03-2025 14:00,Karnataka,Mangaluru,Severe,2.0,5,1384.0,1,2.0,Heavy Rainfall
FLOOD003866,02-02-2025,02-02-2025 19:00,Karnataka,Bengaluru,Severe,4.9,4,4125.0,2,0.0,Heavy Rainfall
FLOOD003867,19-05-2025,19-05-2025 20:00,Tamil Nadu,Thanjavur,Severe,7.6,5,3094.0,2,1.0,Cyclonic Rain
FLOOD003868,29-10-2025,29-10-2025 12:00,Tamil Nadu,Coimbatore,Severe,5.9,5,1901.0,1,1.0,River Overflow
FLOOD003869,15-02-2025,15-02-2025 12:00,Tamil Nadu,Coimbatore,Moderate,5.5,2,2119.0,0,0.0,Cyclonic Rain
FLOOD003870,15-01-2026,15-01-2026 07:00,Tamil Nadu,Chennai,Moderate,2.0,1,1516.0,1,1.0,Heavy Rainfall
FLOOD003871,29-07-2025,29-07-2025 04:00,West Bengal,Malda,Severe,6.3,6,2869.0,1,0.0,Heavy Rainfall
FLOOD003872,25-01-2026,25-01-2026 17:00,Bihar,Darbhanga,Severe,5.8,4,1768.0,0,0.0,River Overflow
FLOOD003873,05-09-2025,05-09-2025 16:00,Odisha,Puri,Moderate,10.9,7,488.0,3,0.0,Heavy Rainfall
FLOOD003874,17-05-2025,17-05-2025 16:00,Kerala,Kochi,Severe,5.2,3,1589.0,2,2.0,Heavy Rainfall
FLOOD003875,08-12-2025,08-12-2025 02:00,Kerala,Thrissur,Severe,3.8,2,2466.0,2,1.0,Heavy Rainfall
FLOOD003876,02-04-2025,02-04-2025 17:00,Kerala,Alappuzha,Severe,2.0,1,2047.0,0,0.0,River Overflow
FLOOD003877,18-02-2025,18-02-2025 08:00,Uttar Pradesh,Varanasi,Moderate,4.5,3,2104.0,0,1.0,Heavy Rainfall
FLOOD003878,21-08-2025,21-08-2025 13:00,Odisha,Cuttack,Severe,8.2,7,1826.0,1,0.0,Heavy Rainfall
FLOOD003879,30-05-2025,30-05-2025 16:00,Gujarat,Surat,Severe,9.4,8,3148.0,1,0.0,Heavy Rainfall
FLOOD003880,14-06-2025,14-06-2025 16:00,Assam,Jorhat,Moderate,7.6,5,1175.0,1,1.0,Heavy Rainfall
FLOOD003881,08-02-2026,08-02-2026 19:00,Gujarat,Ahmedabad,Moderate,2.0,3,2395.0,0,1.0,Cyclonic Rain
FLOOD003882,18-09-2025,18-09-2025 07:00,Assam,Dhemaji,Severe,5.3,4,1345.0,1,2.0,River Overflow
FLOOD003883,23-06-2025,23-06-2025 01:00,Uttar Pradesh,Prayagraj,Moderate,3.1,3,1209.0,2,0.0,Heavy Rainfall
FLOOD003884,20-01-2025,20-01-2025 22:00,Assam,Dibrugarh,Moderate,6.5,5,2228.0,0,0.0,Heavy Rainfall
FLOOD003885,26-02-2025,26-02-2025 08:00,Bihar,Gaya,Severe,6.7,5,3145.0,2,0.0,Heavy Rainfall
FLOOD003886,29-06-2025,29-06-2025 13:00,Maharashtra,Mumbai,Severe,4.7,5,2422.0,0,1.0,Heavy Rainfall
FLOOD003887,26-08-2025,26-08-2025 10:00,Gujarat,Ahmedabad,Severe,2.0,0,1192.0,0,1.0,Urban Waterlogging
FLOOD003888,21-04-2025,21-04-2025 07:00,Karnataka,Kodagu,Severe,2.0,1,1067.0,2,0.0,Heavy Rainfall
FLOOD003889,19-12-2025,19-12-2025 12:00,Assam,Barpeta,Severe,10.2,8,704.0,1,1.0,Heavy Rainfall
FLOOD003890,08-12-2025,08-12-2025 14:00,Assam,Dibrugarh,Severe,4.7,3,3392.0,0,0.0,River Overflow
FLOOD003891,17-11-2025,17-11-2025 09:00,Bihar,Gaya,Severe,4.5,2,4592.375,5,2.0,River Overflow
FLOOD003892,21-01-2026,21-01-2026 17:00,Karnataka,Udupi,Moderate,2.0,2,1133.0,0,2.5,Heavy Rainfall
FLOOD003893,18-04-2025,18-04-2025 21:00,Tamil Nadu,Tiruppur,Severe,2.6,3,2094.0,4,2.0,River Overflow
FLOOD003894,13-02-2025,13-02-2025 01:00,Assam,Dhemaji,Severe,6.7,5,1994.0,0,2.0,River Overflow
FLOOD003895,15-07-2025,15-07-2025 06:00,Gujarat,Vadodara,Severe,5.9,4,4139.0,3,2.5,River Overflow
FLOOD003896,28-07-2025,28-07-2025 19:00,Kerala,Thrissur,Severe,11.2,8,1896.0,0,1.0,Cyclonic Rain
FLOOD003897,19-04-2025,19-04-2025 06:00,Kerala,Kochi,Moderate,2.0,2,3159.0,1,0.0,Heavy Rainfall
FLOOD003898,31-08-2025,31-08-2025 11:00,Tamil Nadu,Chennai,Severe,5.9,4,2314.0,1,2.0,River Overflow
FLOOD003899,12-07-2025,12-07-2025 00:00,Tamil Nadu,Madurai,Severe,3.9,4,4266.0,3,0.0,Heavy Rainfall
FLOOD003900,19-12-2025,19-12-2025 22:00,Kerala,Thrissur,Severe,2.0,4,2027.0,1,0.0,Heavy Rainfall
FLOOD003901,12-01-2026,12-01-2026 16:00,Bihar,Muzaffarpur,Severe,2.5,3,2841.0,2,2.0,Heavy Rainfall
FLOOD003902,07-11-2025,07-11-2025 10:00,Maharashtra,Pune,Severe,8.9,6,2097.0,1,0.0,Heavy Rainfall
FLOOD003903,14-07-2025,14-07-2025 15:00,Kerala,Thrissur,Severe,5.4,4,2675.0,1,0.0,Heavy Rainfall
FLOOD003904,21-08-2025,21-08-2025 15:00,Assam,Jorhat,Severe,3.0,3,4153.0,3,2.0,Heavy Rainfall
FLOOD003905,04-06-2025,04-06-2025 21:00,Gujarat,Bharuch,Severe,2.0,0,2056.0,2,0.0,Heavy Rainfall
FLOOD003906,24-01-2026,24-01-2026 15:00,Assam,Guwahati,Severe,3.8,4,3226.0,1,1.0,Urban Waterlogging
FLOOD003907,13-06-2025,13-06-2025 16:00,West Bengal,Murshidabad,Moderate,7.5,4,1404.0,2,0.0,River Overflow
