pair_id,source,grouping,report,summary,priority,worst_severity,hazard_types,total_headcount,resources_required,locations,state,district,zone,entry_count,window_minutes,first_timestamp,last_timestamp,incident_ids,report_words,summary_words,compression_pct,split
SLM-002584,stage03_dispatcher,severity_banded,"INCIDENT LOG | Tamil Nadu / Chennai / ZONE-3 | 5 entries || [15-01-2026 03:18] ERSS-048336 | Rescue operation required (Incident reported) in the old town area in Chennai, Tamil Nadu. 5 residents affected, situation being monitored. Dispatch requested for fire and rescue unit. || [15-01-2026 03:54] ERSS-044952 | Rescue operation required (Emergency report received) on the national highway in Chennai, Tamil Nadu. 4 residents affected, medical assistance requested. Please dispatch NDRF rescue team. || [24-01-2026 23:35] ERSS-050636 | Flooding reported (Emergency report received) on the national highway in Chennai, Tamil Nadu. 6 people affected, minor injuries reported. Dispatch requested for life jackets. || [26-01-2026 12:50] ERSS-048911 | Rescue operation required (Emergency report received) near the village school in Chennai, Tamil Nadu. 4 individuals affected, no further details available. Response team requested:  ambulance and fire and rescue unit. || [27-01-2026 21:03] ERSS-039720 | Road blockage reported (Situation update) on the national highway in Chennai, Tamil Nadu. 3 people affected, no injuries reported. Response team requested:  tow truck and earthmover (JCB).","ROUTINE: rescue emergencies and flooding plus 1 more, ZONE-3 Chennai, Tamil Nadu. 5 reports, 22 affected. fire and rescue unit and NDRF rescue team plus 1 more to old town area; STAGING at nearest safe point. routine watch; CAS count zero.",ROUTINE,LOW,Rescue Emergency; Flood; Road Blockage,22,fire and rescue unit; NDRF rescue team; life jackets,old town area; national highway; village school,Tamil Nadu,Chennai,ZONE-3,5,18345.0,15-01-2026 03:18,27-01-2026 21:03,ERSS-048336; ERSS-044952; ERSS-050636; ERSS-048911; ERSS-039720,165,41,75.2,train
SLM-002585,stage03_dispatcher,natural,"INCIDENT LOG | Gujarat / Ahmedabad / ZONE-3 | 5 entries || [03-02-2025 17:08] ERSS-000412 | Road blockage reported (Emergency report received) in the low-lying area in Ahmedabad, Gujarat. 12 residents affected, minor injuries reported. Dispatch requested for road clearance crew and tow truck. || [03-02-2025 17:13] ERSS-004705 | Road blockage reported (Situation update) near the bus stand in Ahmedabad, Gujarat. 97 people affected, no further details available. Response team requested:  traffic police team. || [03-02-2025 17:15] ERSS-019437 | Flooding reported (Emergency report received) in a residential colony in Ahmedabad, Gujarat. 12 people affected, some injuries reported. Response team requested:  rescue boat and water pump. || [03-02-2025 17:38] ERSS-028310 | Flooding reported (Situation update) in the old town area in Ahmedabad, Gujarat. 3 residents affected, situation being monitored. Response team requested:  water pump and rescue boat. || [03-02-2025 17:56] ERSS-035358 | Rescue operation required (Incident reported) close to the river bank in Ahmedabad, Gujarat. 35 residents affected, no further details available. Response team requested:  NDRF rescue team.","IMMEDIATE: road blockages and flooding plus 1 more, ZONE-3 Ahmedabad, Gujarat. 5 reports, 159 affected. Deploy rescue boat and water pump plus 1 more to low-lying area; IC to confirm ACCESS. EVAC under way; NDRF requested; SITREP every 5 min.",IMMEDIATE,CRITICAL,Road Blockage; Flood; Rescue Emergency,159,rescue boat; water pump; road clearance crew,low-lying area; bus stand; residential colony; old town area; river bank,Gujarat,Ahmedabad,ZONE-3,5,48.0,03-02-2025 17:08,03-02-2025 17:56,ERSS-000412; ERSS-004705; ERSS-019437; ERSS-028310; ERSS-035358,162,40,75.3,test
SLM-002586,stage03_dispatcher,severity_banded,"INCIDENT LOG | Tamil Nadu / Chennai / ZONE-4 | 6 entries || [06-06-2025 20:25] ERSS-002494 | Road blockage reported (Emergency report received) in a residential colony in Chennai, Tamil Nadu. 14 people affected, minor injuries reported. Dispatch requested for road clearance crew. || [13-06-2025 17:42] ERSS-026419 | Flooding reported (Incident reported) at the highway junction in Chennai, Tamil Nadu. 14 persons affected, no further details available. Response team requested:  rescue boat. || [18-06-2025 23:01] ERSS-017597 | Flooding reported (Situation update) in the hilly terrain in Chennai, Tamil Nadu. 37 residents affected, evacuation assistance requested. Response team requested:  relief supplies. || [18-06-2025 23:55] ERSS-043765 | Flooding reported (Incident reported) in the old town area in Chennai, Tamil Nadu. 19 residents affected, situation being monitored. Please dispatch rescue boat. || [18-06-2025 23:56] ERSS-018456 | Flooding reported (Emergency report received) in the riverside settlement in Chennai, Tamil Nadu. 30 residents affected, some injuries reported. Please dispatch rescue boat. || [21-06-2025 11:48] ERSS-059048 | Rescue operation required (Situation update) near the bus stand in Chennai, Tamil Nadu. 23 residents affected, some injuries reported. Please dispatch ambulance.","URGENT: ZONE-4 Chennai, Tamil Nadu -- road blockages and flooding plus 1 more. 6 reports, 137 affected. Send rescue boat and road clearance crew plus 1 more to residential colony; submit SITREP on arrival. deploy and confirm ETA; submit SITREP every 15 min.",URGENT,HIGH,Road Blockage; Flood; Rescue Emergency,137,rescue boat; road clearance crew; relief supplies,residential colony; highway junction; hilly terrain; old town area; riverside settlement; bus stand,Tamil Nadu,Chennai,ZONE-4,6,21083.0,06-06-2025 20:25,21-06-2025 11:48,ERSS-002494; ERSS-026419; ERSS-017597; ERSS-043765; ERSS-018456; ERSS-059048,177,43,75.7,train
SLM-002587,stage03_dispatcher,severity_banded,"INCIDENT LOG | Odisha / Kendrapara / ZONE-1 | 5 entries || [14-09-2025 14:17] ERSS-005927 | Flooding reported (Incident reported) in a residential colony in Kendrapara, Odisha. 1 residents affected, medical assistance requested. Please dispatch relief supplies. || [14-09-2025 14:32] ERSS-052817 | Flooding reported (Incident reported) in the old town area in Kendrapara, Odisha. 3 people affected, no further details available. Response team requested:  life jackets. || [16-09-2025 07:19] ERSS-023377 | Waterlogging reported (Incident reported) on the national highway in Kendrapara, Odisha. 4 residents affected, minor injuries reported. Response team requested:  road clearance team. || [16-09-2025 10:01] ERSS-009801 | Flooding reported (Incident reported) in the hilly terrain in Kendrapara, Odisha. 3 residents affected, some injuries reported. Please dispatch water pump and relief supplies. || [18-09-2025 10:51] ERSS-023672 | Waterlogging reported (Situation update) near the industrial area in Kendrapara, Odisha. 3 residents affected, no injuries reported. Dispatch requested for drainage team.","ROUTINE: ZONE-1 Kendrapara, Odisha -- flooding. 5 reports, 14 affected. Send relief supplies and life jackets plus 1 more to residential colony; submit SITREP on arrival. routine watch; CAS count zero.",ROUTINE,LOW,Flood,14,relief supplies; life jackets; road clearance team,residential colony; old town area; national highway; hilly terrain; industrial area,Odisha,Kendrapara,ZONE-1,5,5554.0,14-09-2025 14:17,18-09-2025 10:51,ERSS-005927; ERSS-052817; ERSS-023377; ERSS-009801; ERSS-023672,145,31,78.6,train
SLM-002588,stage03_dispatcher,severity_banded,"INCIDENT LOG | Bihar / Gaya / ZONE-5 | 6 entries || [21-05-2025 10:53] ERSS-046574 | Rescue operation required (Situation update) in the old town area in Gaya, Bihar. 3 residents affected, no injuries reported. Please dispatch rescue rope and ladder and ambulance. || [23-05-2025 00:36] ERSS-020333 | Rescue operation required (Incident reported) close to the river bank in Gaya, Bihar. 9 people affected, evacuation assistance requested. Dispatch requested for rescue rope and ladder. || [24-05-2025 18:46] ERSS-045450 | Rescue operation required (Emergency report received) in the low-lying area in Gaya, Bihar. 10 persons affected, no injuries reported. Response team requested:  NDRF rescue team. || [27-05-2025 09:12] ERSS-025120 | Medical emergency reported (Emergency report received) in the low-lying area in Gaya, Bihar. 11 persons affected, situation being monitored. Response team requested:  emergency medical team. || [27-05-2025 09:40] ERSS-016970 | Flooding reported (Incident reported) in the low-lying area in Gaya, Bihar. 4 individuals affected, minor injuries reported. Please dispatch NDRF flood rescue team and water pump. || [27-05-2025 09:44] ERSS-040163 | Flooding reported (Situation update) at the highway junction in Gaya, Bihar. 9 people affected, situation being monitored. Dispatch requested for rescue boat.","ELEVATED - ZONE-5 Gaya (Bihar): rescue emergencies and medical emergencies plus 1 more, 46 affected across 6 reports. Send rescue rope and ladder and ambulance plus 1 more to old town area; submit SITREP on arrival. STANDBY; update CAS count on change.",ELEVATED,MEDIUM,Rescue Emergency; Medical Emergency; Flood,46,rescue rope and ladder; ambulance; NDRF rescue team,old town area; river bank; low-lying area; highway junction,Bihar,Gaya,ZONE-5,6,8571.0,21-05-2025 10:53,27-05-2025 09:44,ERSS-046574; ERSS-020333; ERSS-045450; ERSS-025120; ERSS-016970; ERSS-040163,186,42,77.4,train
SLM-002589,stage03_dispatcher,severity_banded,"INCIDENT LOG | Karnataka / Mysuru / ZONE-2 | 5 entries || [17-09-2025 23:31] ERSS-002886 | Rescue operation required (Situation update) near the industrial area in Mysuru, Karnataka. 7 individuals affected, minor injuries reported. Please dispatch NDRF rescue team. || [17-09-2025 23:32] ERSS-034064 | Flooding reported (Situation update) near the local market in Mysuru, Karnataka. 13 residents affected, medical assistance requested. Please dispatch relief supplies and life jackets. || [17-09-2025 23:40] ERSS-024064 | Waterlogging reported (Incident reported) on the national highway in Mysuru, Karnataka. 4 residents affected, some injuries reported. Response team requested:  drainage team and water pump. || [18-09-2025 18:52] ERSS-026848 | Flooding reported (Incident reported) at the highway junction in Mysuru, Karnataka. 6 people affected, minor injuries reported. Response team requested:  rescue boat. || [24-09-2025 07:52] ERSS-012914 | Rescue operation required (Emergency report received) in the hilly terrain in Mysuru, Karnataka. 9 people affected, minor injuries reported. Response team requested:  ambulance and NDRF rescue team.","ELEVATED. rescue emergencies and flooding in ZONE-2 Mysuru, Karnataka; 39 affected, 5 reports. Dispatch NDRF rescue team and relief supplies plus 1 more via ACCESS route to industrial area. STANDBY; update CAS count on change.",ELEVATED,MEDIUM,Rescue Emergency; Flood,39,NDRF rescue team; relief supplies; life jackets,industrial area; local market; national highway; highway junction; hilly terrain,Karnataka,Mysuru,ZONE-2,5,9141.0,17-09-2025 23:31,24-09-2025 07:52,ERSS-002886; ERSS-034064; ERSS-024064; ERSS-026848; ERSS-012914,152,35,77.0,test
SLM-002590,stage03_dispatcher,natural,"INCIDENT LOG | Uttar Pradesh / Gorakhpur / ZONE-5 | 6 entries || [18-04-2025 16:00] ERSS-029907 | Flooding reported (Incident reported) on the national highway in Gorakhpur, Uttar Pradesh. 15 individuals affected, minor injuries reported. Dispatch requested for relief supplies. || [18-04-2025 16:15] ERSS-000047 | Waterlogging reported (Incident reported) near the bus stand in Gorakhpur, Uttar Pradesh. 40 individuals affected, situation being monitored. Dispatch requested for drainage team. || [18-04-2025 16:15] ERSS-034560 | Road blockage reported (Situation update) near the local market in Gorakhpur, Uttar Pradesh. 5 persons affected, no injuries reported. Response team requested:  earthmover (JCB). || [18-04-2025 16:24] ERSS-010828 | Rescue operation required (Emergency report received) in the riverside settlement in Gorakhpur, Uttar Pradesh. 14 persons affected, multiple injuries reported. Please dispatch rescue rope and ladder and NDRF rescue team. || [18-04-2025 16:31] ERSS-017913 | Flooding reported (Situation update) close to the river bank in Gorakhpur, Uttar Pradesh. 13 persons affected, minor injuries reported. Dispatch requested for relief supplies. || [18-04-2025 16:42] ERSS-007750 | Medical emergency reported (Situation update) in the hilly terrain in Gorakhpur, Uttar Pradesh. 4 residents affected, no injuries reported. Dispatch requested for medical first-aid kit.","IMMEDIATE: ZONE-5 Gorakhpur, Uttar Pradesh -- flooding and road blockages plus 2 more. 6 reports, 91 affected. Send relief supplies and drainage team plus 1 more to national highway; submit SITREP on arrival. EVAC under way; NDRF requested; SITREP every 5 min.",IMMEDIATE,CRITICAL,Flood; Road Blockage; Rescue Emergency; Medical Emergency,91,relief supplies; drainage team; earthmover (JCB),national highway; bus stand; local market; riverside settlement; river bank; hilly terrain,Uttar Pradesh,Gorakhpur,ZONE-5,6,42.0,18-04-2025 16:00,18-04-2025 16:42,ERSS-029907; ERSS-000047; ERSS-034560; ERSS-010828; ERSS-017913; ERSS-007750,185,42,77.3,train
SLM-002591,stage03_dispatcher,natural,"INCIDENT LOG | West Bengal / Howrah / ZONE-5 | 6 entries || [08-02-2026 08:02] ERSS-021707 | Flooding reported (Emergency report received) on the national highway in Howrah, West Bengal. 25 persons affected, some injuries reported. Dispatch requested for relief supplies and life jackets. || [08-02-2026 08:08] ERSS-059567 | Rescue operation required (Incident reported) near the industrial area in Howrah, West Bengal. 10 people affected, no injuries reported. Dispatch requested for rescue rope and ladder. || [08-02-2026 08:25] ERSS-058027 | Rescue operation required (Situation update) near the government hospital in Howrah, West Bengal. 97 persons affected, residents moved to safer ground. Dispatch requested for ambulance. || [08-02-2026 14:39] ERSS-030346 | Flooding reported (Incident reported) on the national highway in Howrah, West Bengal. 2 individuals affected, situation being monitored. Response team requested:  rescue boat. || [08-02-2026 14:42] ERSS-057541 | Medical emergency reported (Situation update) near the main bridge in Howrah, West Bengal. 33 people affected, residents moved to safer ground. Please dispatch medical first-aid kit. || [08-02-2026 14:53] ERSS-059880 | Flooding reported (Situation update) near the bus stand in Howrah, West Bengal. 31 persons affected, some injuries reported. Dispatch requested for relief supplies.","IMMEDIATE: ZONE-5 Howrah, West Bengal -- flooding and rescue emergencies plus 1 more. 6 reports, 198 affected. Dispatch relief supplies and life jackets plus 1 more via ACCESS route to national highway. EVAC under way; NDRF requested; SITREP every 5 min.",IMMEDIATE,CRITICAL,Flood; Rescue Emergency; Medical Emergency,198,relief supplies; life jackets; rescue rope and ladder,national highway; industrial area; government hospital; main bridge; bus stand,West Bengal,Howrah,ZONE-5,6,411.0,08-02-2026 08:02,08-02-2026 14:53,ERSS-021707; ERSS-059567; ERSS-058027; ERSS-030346; ERSS-057541; ERSS-059880,186,41,78.0,validation
SLM-002592,stage03_dispatcher,natural,"INCIDENT LOG | Bihar / Darbhanga / ZONE-1 | 5 entries || [04-11-2025 06:04] ERSS-005787 | Waterlogging reported (Emergency report received) on the national highway in Darbhanga, Bihar. 4 individuals affected, no injuries reported. Please dispatch sandbags. || [04-11-2025 06:07] ERSS-014802 | Rescue operation required (Emergency report received) on the national highway in Darbhanga, Bihar. 31 people affected, situation being monitored. Response team requested:  rescue rope and ladder and fire and rescue unit. || [04-11-2025 06:11] ERSS-037755 | Flooding reported (Incident reported) at the railway crossing in Darbhanga, Bihar. 33 persons affected, evacuation assistance requested. Please dispatch rescue boat. || [04-11-2025 06:15] ERSS-026166 | Flooding reported (Emergency report received) near the village school in Darbhanga, Bihar. 2 individuals affected, some injuries reported. Response team requested:  life jackets. || [04-11-2025 06:42] ERSS-043886 | Road blockage reported (Emergency report received) in the riverside settlement in Darbhanga, Bihar. 12 persons affected, evacuation assistance requested. Please dispatch traffic police team.","URGENT - ZONE-1 Darbhanga (Bihar): flooding and rescue emergencies plus 1 more, 82 affected across 5 reports. Dispatch sandbags and rescue rope and ladder plus 1 more via ACCESS route to national highway. commit teams; TRIAGE + CAS tracking; IC to verify ACCESS route.",URGENT,HIGH,Flood; Rescue Emergency; Road Blockage,82,sandbags; rescue rope and ladder; fire and rescue unit,national highway; railway crossing; village school; riverside settlement,Bihar,Darbhanga,ZONE-1,5,38.0,04-11-2025 06:04,04-11-2025 06:42,ERSS-005787; ERSS-014802; ERSS-037755; ERSS-026166; ERSS-043886,151,44,70.9,validation
SLM-002593,stage03_dispatcher,severity_banded,"INCIDENT LOG | Uttar Pradesh / Prayagraj / ZONE-2 | 7 entries || [14-05-2025 19:24] ERSS-044333 | Rescue operation required (Incident reported) in the low-lying area in Prayagraj, Uttar Pradesh. 9 persons affected, minor injuries reported. Response team requested:  NDRF rescue team. || [14-05-2025 19:55] ERSS-053200 | Flooding reported (Emergency report received) in the hilly terrain in Prayagraj, Uttar Pradesh. 3 people affected, situation being monitored. Response team requested:  NDRF flood rescue team and rescue boat. || [18-05-2025 19:02] ERSS-026352 | Waterlogging reported (Incident reported) near the village school in Prayagraj, Uttar Pradesh. 15 persons affected, no injuries reported. Response team requested:  drainage team. || [20-05-2025 16:35] ERSS-033351 | Flooding reported (Emergency report received) in the riverside settlement in Prayagraj, Uttar Pradesh. 12 residents affected, situation being monitored. Response team requested:  life jackets. || [20-05-2025 16:40] ERSS-002438 | Rescue operation required (Situation update) at the highway junction in Prayagraj, Uttar Pradesh. 12 residents affected, situation being monitored. Response team requested:  fire and rescue unit and rescue rope and ladder. || [25-05-2025 11:01] ERSS-004018 | Rescue operation required (Incident reported) in the old town area in Prayagraj, Uttar Pradesh. 11 people affected, no injuries reported. Dispatch requested for rescue rope and ladder. || [25-05-2025 11:48] ERSS-049479 | Flooding reported (Emergency report received) at the highway junction in Prayagraj, Uttar Pradesh. 2 residents affected, no injuries reported. Please dispatch relief supplies.","ELEVATED - ZONE-2 Prayagraj (Uttar Pradesh): rescue emergencies and flooding, 64 affected across 7 reports. Send rescue rope and ladder and NDRF rescue team plus 1 more to low-lying area; submit SITREP on arrival. stage nearby, monitor ACCESS.",ELEVATED,MEDIUM,Rescue Emergency; Flood,64,rescue rope and ladder; NDRF rescue team; NDRF flood rescue team,low-lying area; hilly terrain; village school; riverside settlement; highway junction; old town area,Uttar Pradesh,Prayagraj,ZONE-2,7,15384.0,14-05-2025 19:24,25-05-2025 11:48,ERSS-044333; ERSS-053200; ERSS-026352; ERSS-033351; ERSS-002438; ERSS-004018; ERSS-049479,222,38,82.9,train
SLM-002594,stage03_dispatcher,natural,"INCIDENT LOG | Assam / Guwahati / ZONE-4 | 5 entries || [30-05-2025 11:07] ERSS-012542 | Flooding reported (Emergency report received) in the hilly terrain in Guwahati, Assam. 11 people affected, some injuries reported. Dispatch requested for NDRF flood rescue team. || [30-05-2025 11:10] ERSS-036594 | Flooding reported (Situation update) near the main bridge in Guwahati, Assam. 40 persons affected, residents moved to safer ground. Please dispatch relief supplies. || [30-05-2025 11:23] ERSS-031652 | Waterlogging reported (Emergency report received) in the riverside settlement in Guwahati, Assam. 14 people affected, multiple injuries reported. Dispatch requested for road clearance team and sandbags. || [30-05-2025 11:29] ERSS-025511 | Rescue operation required (Incident reported) at the railway crossing in Guwahati, Assam. 15 people affected, minor injuries reported. Response team requested:  rescue rope and ladder. || [30-05-2025 11:57] ERSS-004703 | Flooding reported (Incident reported) on the national highway in Guwahati, Assam. 7 residents affected, some injuries reported. Dispatch requested for water pump.","URGENT - ZONE-4 Guwahati (Assam): flooding and rescue emergencies, 87 affected across 5 reports. Dispatch NDRF flood rescue team and relief supplies plus 1 more via ACCESS route to hilly terrain. commit teams; TRIAGE + CAS tracking; IC to verify ACCESS route.",URGENT,HIGH,Flood; Rescue Emergency,87,NDRF flood rescue team; relief supplies; road clearance team,hilly terrain; main bridge; riverside settlement; railway crossing; national highway,Assam,Guwahati,ZONE-4,5,50.0,30-05-2025 11:07,30-05-2025 11:57,ERSS-012542; ERSS-036594; ERSS-031652; ERSS-025511; ERSS-004703,152,42,72.4,train
SLM-002595,stage03_dispatcher,severity_banded,"INCIDENT LOG | Uttar Pradesh / Prayagraj / ZONE-3 | 5 entries || [19-02-2025 05:36] ERSS-014663 | Medical emergency reported (Incident reported) in a residential colony in Prayagraj, Uttar Pradesh. 4 individuals affected, minor injuries reported. Please dispatch medical first-aid kit and ambulance. || [19-02-2025 05:51] ERSS-020035 | Flooding reported (Incident reported) close to the river bank in Prayagraj, Uttar Pradesh. 10 residents affected, residents moved to safer ground. Dispatch requested for relief supplies. || [20-02-2025 12:15] ERSS-025260 | Rescue operation required (Emergency report received) in the old town area in Prayagraj, Uttar Pradesh. 10 persons affected, no further details available. Response team requested:  fire and rescue unit and rescue rope and ladder. || [20-02-2025 12:16] ERSS-059945 | Flooding reported (Emergency report received) near the government hospital in Prayagraj, Uttar Pradesh. 11 persons affected, residents moved to safer ground. Dispatch requested for life jackets and relief supplies. || [27-02-2025 04:03] ERSS-030395 | Flooding reported (Emergency report received) at the highway junction in Prayagraj, Uttar Pradesh. 6 residents affected, some injuries reported. Dispatch requested for life jackets.","ELEVATED: medical emergencies and flooding plus 1 more, ZONE-3 Prayagraj, Uttar Pradesh. 5 reports, 41 affected. Send relief supplies and life jackets plus 1 more to residential colony; submit SITREP on arrival. stage nearby, monitor ACCESS.",ELEVATED,MEDIUM,Medical Emergency; Flood; Rescue Emergency,41,relief supplies; life jackets; medical first-aid kit,residential colony; river bank; old town area; government hospital; highway junction,Uttar Pradesh,Prayagraj,ZONE-3,5,11427.0,19-02-2025 05:36,27-02-2025 04:03,ERSS-014663; ERSS-020035; ERSS-025260; ERSS-059945; ERSS-030395,171,36,78.9,train
SLM-002596,stage03_dispatcher,severity_banded,"INCIDENT LOG | Assam / Barpeta / ZONE-1 | 6 entries || [02-04-2025 18:43] ERSS-031035 | Rescue operation required (Emergency report received) close to the river bank in Barpeta, Assam. 11 people affected, some injuries reported. Please dispatch ambulance. || [03-04-2025 09:26] ERSS-017208 | Rescue operation required (Situation update) at the railway crossing in Barpeta, Assam. 15 people affected, residents moved to safer ground. Dispatch requested for fire and rescue unit. || [06-04-2025 11:03] ERSS-058477 | Rescue operation required (Incident reported) at the highway junction in Barpeta, Assam. 12 persons affected, evacuation assistance requested. Please dispatch rescue rope and ladder. || [11-04-2025 07:37] ERSS-018337 | Medical emergency reported (Emergency report received) near the government hospital in Barpeta, Assam. 12 persons affected, no injuries reported. Dispatch requested for paramedic team. || [11-04-2025 15:55] ERSS-046610 | Waterlogging reported (Emergency report received) in the low-lying area in Barpeta, Assam. 10 individuals affected, medical assistance requested. Please dispatch road clearance team and sandbags. || [15-04-2025 03:12] ERSS-043014 | Flooding reported (Situation update) near the main bridge in Barpeta, Assam. 14 residents affected, situation being monitored. Please dispatch water pump and relief supplies.","ELEVATED - ZONE-1 Barpeta (Assam): rescue emergencies and medical emergencies plus 1 more, 74 affected across 6 reports. Deploy ambulance and fire and rescue unit plus 1 more to river bank; IC to confirm ACCESS. stage nearby, monitor ACCESS.",ELEVATED,MEDIUM,Rescue Emergency; Medical Emergency; Flood,74,ambulance; fire and rescue unit; rescue rope and ladder,river bank; railway crossing; highway junction; government hospital; low-lying area; main bridge,Assam,Barpeta,ZONE-1,6,17789.0,02-04-2025 18:43,15-04-2025 03:12,ERSS-031035; ERSS-017208; ERSS-058477; ERSS-018337; ERSS-046610; ERSS-043014,182,39,78.6,train
SLM-002597,stage03_dispatcher,natural,"INCIDENT LOG | Assam / Jorhat / ZONE-4 | 5 entries || [15-02-2026 19:09] ERSS-022581 | Rescue operation required (Incident reported) in the riverside settlement in Jorhat, Assam. 109 residents affected, some injuries reported. Response team requested:  fire and rescue unit and NDRF rescue team. || [15-02-2026 19:18] ERSS-013301 | Medical emergency reported (Situation update) at the highway junction in Jorhat, Assam. 40 individuals affected, casualties reported. Dispatch requested for medical first-aid kit. || [15-02-2026 19:21] ERSS-052217 | Rescue operation required (Emergency report received) in the low-lying area in Jorhat, Assam. 21 individuals affected, no injuries reported. Dispatch requested for ambulance. || [15-02-2026 19:53] ERSS-046282 | Flooding reported (Situation update) in the riverside settlement in Jorhat, Assam. 2 people affected, no injuries reported. Response team requested:  water pump and NDRF flood rescue team. || [15-02-2026 19:55] ERSS-028059 | Flooding reported (Emergency report received) near the bus stand in Jorhat, Assam. 3 residents affected, no further details available. Please dispatch life jackets and relief supplies.","IMMEDIATE: ZONE-4 Jorhat, Assam -- rescue emergencies and medical emergencies plus 1 more. 5 reports, 175 affected. fire and rescue unit and NDRF rescue team plus 1 more to riverside settlement; STAGING at nearest safe point. all units, EVAC of affected persons; notify NDMA and SDRF.",IMMEDIATE,CRITICAL,Rescue Emergency; Medical Emergency; Flood,175,fire and rescue unit; NDRF rescue team; medical first-aid kit,riverside settlement; highway junction; low-lying area; bus stand,Assam,Jorhat,ZONE-4,5,46.0,15-02-2026 19:09,15-02-2026 19:55,ERSS-022581; ERSS-013301; ERSS-052217; ERSS-046282; ERSS-028059,159,46,71.1,train
SLM-002598,stage03_dispatcher,severity_banded,"INCIDENT LOG | Kerala / Kozhikode / ZONE-4 | 5 entries || [17-04-2025 04:03] ERSS-047407 | Medical emergency reported (Emergency report received) at the highway junction in Kozhikode, Kerala. 4 people affected, situation being monitored. Response team requested:  emergency medical team. || [17-04-2025 04:26] ERSS-032931 | Road blockage reported (Situation update) in the riverside settlement in Kozhikode, Kerala. 1 persons affected, minor injuries reported. Please dispatch traffic police team. || [17-04-2025 08:20] ERSS-025162 | Flooding reported (Situation update) at the railway crossing in Kozhikode, Kerala. 6 residents affected, no injuries reported. Response team requested:  life jackets. || [26-04-2025 16:11] ERSS-049349 | Flooding reported (Emergency report received) in the low-lying area in Kozhikode, Kerala. 6 persons affected, situation being monitored. Dispatch requested for life jackets. || [28-04-2025 22:12] ERSS-020816 | Flooding reported (Incident reported) close to the river bank in Kozhikode, Kerala. 4 individuals affected, minor injuries reported. Dispatch requested for rescue boat.","ROUTINE - ZONE-4 Kozhikode (Kerala): medical emergencies and road blockages plus 1 more, 21 affected across 5 reports. Dispatch life jackets and emergency medical team plus 1 more via ACCESS route to highway junction. STANDBY, submit SITREP every 60 min.",ROUTINE,LOW,Medical Emergency; Road Blockage; Flood,21,life jackets; emergency medical team; traffic police team,highway junction; riverside settlement; railway crossing; low-lying area; river bank,Kerala,Kozhikode,ZONE-4,5,16929.0,17-04-2025 04:03,28-04-2025 22:12,ERSS-047407; ERSS-032931; ERSS-025162; ERSS-049349; ERSS-020816,147,40,72.8,train
SLM-002599,stage03_dispatcher,severity_banded,"INCIDENT LOG | Tamil Nadu / Tiruppur / ZONE-3 | 6 entries || [04-03-2025 18:53] ERSS-059963 | Waterlogging reported (Emergency report received) at the highway junction in Tiruppur, Tamil Nadu. 13 persons affected, multiple injuries reported. Response team requested:  water pump. || [08-03-2025 11:53] ERSS-052463 | Flooding reported (Situation update) near the main bridge in Tiruppur, Tamil Nadu. 12 people affected, some injuries reported. Dispatch requested for NDRF flood rescue team. || [14-03-2025 09:53] ERSS-043869 | Flooding reported (Incident reported) near the local market in Tiruppur, Tamil Nadu. 5 residents affected, no further details available. Response team requested:  water pump and rescue boat. || [15-03-2025 15:26] ERSS-033783 | Road blockage reported (Situation update) in the old town area in Tiruppur, Tamil Nadu. 11 individuals affected, evacuation assistance requested. Dispatch requested for traffic police team. || [18-03-2025 06:38] ERSS-026959 | Waterlogging reported (Emergency report received) in the old town area in Tiruppur, Tamil Nadu. 2 individuals affected, minor injuries reported. Dispatch requested for water pump and drainage team. || [18-03-2025 06:42] ERSS-041349 | Flooding reported (Incident reported) near the village school in Tiruppur, Tamil Nadu. 12 people affected, some injuries reported. Dispatch requested for rescue boat and NDRF flood rescue team.","ELEVATED: ZONE-3 Tiruppur, Tamil Nadu -- flooding and road blockages. 6 reports, 55 affected. Send water pump and NDRF flood rescue team plus 1 more to highway junction; submit SITREP on arrival. stage nearby, monitor ACCESS.",ELEVATED,MEDIUM,Flood; Road Blockage,55,water pump; NDRF flood rescue team; rescue boat,highway junction; main bridge; local market; old town area; village school,Tamil Nadu,Tiruppur,ZONE-3,6,19429.0,04-03-2025 18:53,18-03-2025 06:42,ERSS-059963; ERSS-052463; ERSS-043869; ERSS-033783; ERSS-026959; ERSS-041349,194,36,81.4,train
