incident_id,timestamp,state,district,zone,call_type,text,severity,hazard_type
ERSS-031282,2025-11-03 20:44:00,Odisha,Puri,ZONE-4,Waterlogging,"Waterlogging reported at the railway crossing in Puri, Odisha. 10 people affected including elderly and children, some injuries reported. Dispatch requested for water pump.",HIGH,FLOOD
ERSS-031283,2025-05-12 21:38:00,Uttar Pradesh,Kanpur,ZONE-2,Flooding,"Flooding reported near the village school in Kanpur, Uttar Pradesh. 29 people trapped/affected, multiple injuries reported, urgent evacuation needed. Dispatch requested for relief supplies and life jackets.",CRITICAL,FLOOD
ERSS-031284,2025-04-19 22:06:00,West Bengal,Howrah,ZONE-4,Medical Emergency,"Medical emergency reported near the government hospital in Howrah, West Bengal. 13 people affected including elderly and children, some injuries reported. Dispatch requested for emergency medical team and medical first-aid kit.",HIGH,FLOOD
ERSS-031285,2025-08-12 05:21:00,Karnataka,Mysuru,ZONE-2,Flooding,"Flooding reported at the highway junction in Mysuru, Karnataka. 12 people affected including elderly and children, some injuries reported. Dispatch requested for life jackets.",HIGH,FLOOD
ERSS-031286,2025-09-16 06:39:00,Bihar,Patna,ZONE-2,Flooding,"Flooding reported in the old town area in Patna, Bihar. 2 person(s) affected, no major injuries reported. Dispatch requested for life jackets and rescue boat.",LOW,FLOOD
ERSS-031287,2025-02-05 10:35:00,Kerala,Kottayam,ZONE-2,Flooding,"Flooding reported near the government hospital in Kottayam, Kerala. 6 people affected, minor injuries reported. Dispatch requested for life jackets.",MEDIUM,FLOOD
ERSS-031288,2025-06-08 02:44:00,Kerala,Alappuzha,ZONE-3,Flooding,"Flooding reported near the bus stand in Alappuzha, Kerala. 3 people affected, minor injuries reported. Dispatch requested for water pump.",MEDIUM,FLOOD
ERSS-031289,2026-01-17 17:28:00,Kerala,Thrissur,ZONE-5,Flooding,"Flooding reported at the highway junction in Thrissur, Kerala. 41 people trapped/affected, multiple injuries reported, urgent evacuation needed. Dispatch requested for rescue boat and water pump.",CRITICAL,FLOOD
ERSS-031290,2025-05-27 10:58:00,Tamil Nadu,Thanjavur,ZONE-2,Flooding,"Flooding reported in the hilly terrain in Thanjavur, Tamil Nadu. 4 people affected, minor injuries reported. Dispatch requested for NDRF flood rescue team.",MEDIUM,FLOOD
ERSS-031291,2025-12-30 12:29:00,Tamil Nadu,Tiruppur,ZONE-1,Rescue,"Rescue operation required on the national highway in Tiruppur, Tamil Nadu. 3 people affected, minor injuries reported. Dispatch requested for rescue rope and ladder and ambulance.",MEDIUM,FLOOD
ERSS-031292,2025-05-21 10:53:00,Bihar,Gaya,ZONE-2,Flooding,"Flooding reported in the hilly terrain in Gaya, Bihar. 3 people affected, minor injuries reported. Dispatch requested for rescue boat and relief supplies.",MEDIUM,FLOOD
ERSS-031293,2025-12-16 23:04:00,Bihar,Darbhanga,ZONE-1,Medical Emergency,"Medical emergency reported near the local market in Darbhanga, Bihar. 3 people affected, minor injuries reported. Dispatch requested for paramedic team.",MEDIUM,FLOOD
ERSS-031294,2025-05-17 15:33:00,Bihar,Bhagalpur,ZONE-4,Waterlogging,"Waterlogging reported near the main bridge in Bhagalpur, Bihar. 8 people affected, minor injuries reported. Dispatch requested for road clearance team.",MEDIUM,FLOOD
ERSS-031295,2025-07-17 14:09:00,Maharashtra,Mumbai,ZONE-1,Waterlogging,"Waterlogging reported at the railway crossing in Mumbai, Maharashtra. 18 people affected including elderly and children, some injuries reported. Dispatch requested for water pump.",HIGH,FLOOD
ERSS-031296,2025-04-03 09:54:00,Assam,Barpeta,ZONE-4,Rescue,"Rescue operation required near the government hospital in Barpeta, Assam. 77 people trapped/affected, multiple injuries reported, urgent evacuation needed. Dispatch requested for NDRF rescue team.",CRITICAL,FLOOD
ERSS-031297,2025-03-08 04:36:00,Tamil Nadu,Tiruppur,ZONE-5,Medical Emergency,"Medical emergency reported close to the river bank in Tiruppur, Tamil Nadu. 12 people affected including elderly and children, some injuries reported. Dispatch requested for emergency medical team.",HIGH,FLOOD
ERSS-031298,2025-02-26 18:17:00,Bihar,Muzaffarpur,ZONE-3,Rescue,"Rescue operation required on the national highway in Muzaffarpur, Bihar. 3 person(s) affected, no major injuries reported. Dispatch requested for rescue rope and ladder.",LOW,FLOOD
ERSS-031299,2025-09-25 01:10:00,Uttar Pradesh,Prayagraj,ZONE-4,Flooding,"Flooding reported near the village school in Prayagraj, Uttar Pradesh. 12 people affected including elderly and children, some injuries reported. Dispatch requested for NDRF flood rescue team.",HIGH,FLOOD
ERSS-031300,2025-06-04 22:29:00,West Bengal,Howrah,ZONE-1,Waterlogging,"Waterlogging reported at the railway crossing in Howrah, West Bengal. 6 people affected, minor injuries reported. Dispatch requested for sandbags and water pump.",MEDIUM,FLOOD
ERSS-031301,2025-01-13 01:43:00,Tamil Nadu,Chennai,ZONE-2,Flooding,"Flooding reported in the hilly terrain in Chennai, Tamil Nadu. 11 people affected including elderly and children, some injuries reported. Dispatch requested for rescue boat and relief supplies.",HIGH,FLOOD
ERSS-031302,2025-02-22 14:22:00,Bihar,Darbhanga,ZONE-2,Flooding,"Flooding reported near the bus stand in Darbhanga, Bihar. 10 people affected including elderly and children, some injuries reported. Dispatch requested for NDRF flood rescue team.",HIGH,FLOOD
ERSS-031303,2026-02-05 03:14:00,Tamil Nadu,Thanjavur,ZONE-2,Flooding,"Flooding reported near the village school in Thanjavur, Tamil Nadu. 4 people affected, minor injuries reported. Dispatch requested for NDRF flood rescue team and life jackets.",MEDIUM,FLOOD
ERSS-031304,2025-12-03 21:01:00,West Bengal,Murshidabad,ZONE-5,Waterlogging,"Waterlogging reported near the local market in Murshidabad, West Bengal. 18 people affected including elderly and children, some injuries reported. Dispatch requested for water pump.",HIGH,FLOOD
ERSS-031305,2025-10-02 19:54:00,Assam,Barpeta,ZONE-1,Flooding,"Flooding reported at the highway junction in Barpeta, Assam. 72 people trapped/affected, multiple injuries reported, urgent evacuation needed. Dispatch requested for relief supplies and life jackets.",CRITICAL,FLOOD
ERSS-031306,2025-10-28 19:14:00,Karnataka,Kodagu,ZONE-1,Rescue,"Rescue operation required on the national highway in Kodagu, Karnataka. 8 people affected, minor injuries reported. Dispatch requested for ambulance.",MEDIUM,FLOOD
ERSS-031307,2025-05-20 16:00:00,Uttar Pradesh,Prayagraj,ZONE-5,Road Blockage,"Road blockage reported in the hilly terrain in Prayagraj, Uttar Pradesh. 15 people affected including elderly and children, some injuries reported. Dispatch requested for tow truck.",HIGH,FLOOD
ERSS-031308,2026-02-08 22:39:00,Kerala,Thrissur,ZONE-1,Rescue,"Rescue operation required in the old town area in Thrissur, Kerala. 16 people affected including elderly and children, some injuries reported. Dispatch requested for rescue rope and ladder and NDRF rescue team.",HIGH,FLOOD
ERSS-031309,2025-02-20 08:21:00,Uttar Pradesh,Varanasi,ZONE-2,Flooding,"Flooding reported near the local market in Varanasi, Uttar Pradesh. 3 person(s) affected, no major injuries reported. Dispatch requested for water pump.",LOW,FLOOD
ERSS-031310,2025-11-09 11:38:00,West Bengal,Howrah,ZONE-5,Medical Emergency,"Medical emergency reported close to the river bank in Howrah, West Bengal. 7 people affected, minor injuries reported. Dispatch requested for medical first-aid kit.",MEDIUM,FLOOD
ERSS-031311,2025-04-12 21:16:00,Odisha,Kendrapara,ZONE-5,Rescue,"Rescue operation required in the low-lying area in Kendrapara, Odisha. 6 people affected, minor injuries reported. Dispatch requested for ambulance.",MEDIUM,FLOOD
ERSS-031312,2026-01-21 16:38:00,Uttar Pradesh,Kanpur,ZONE-2,Flooding,"Flooding reported in the old town area in Kanpur, Uttar Pradesh. 12 people affected including elderly and children, some injuries reported. Dispatch requested for relief supplies.",HIGH,FLOOD
ERSS-031313,2025-10-06 15:57:00,Bihar,Gaya,ZONE-2,Flooding,"Flooding reported near the local market in Gaya, Bihar. 14 people affected including elderly and children, some injuries reported. Dispatch requested for relief supplies and rescue boat.",HIGH,FLOOD
ERSS-031314,2025-07-01 23:50:00,Kerala,Thrissur,ZONE-4,Rescue,"Rescue operation required at the highway junction in Thrissur, Kerala. 8 people affected, minor injuries reported. Dispatch requested for rescue rope and ladder.",MEDIUM,FLOOD
ERSS-031315,2025-02-12 00:08:00,Gujarat,Rajkot,ZONE-1,Rescue,"Rescue operation required near the village school in Rajkot, Gujarat. 8 people affected, minor injuries reported. Dispatch requested for fire and rescue unit and rescue rope and ladder.",MEDIUM,FLOOD
ERSS-031316,2025-12-25 22:29:00,Uttar Pradesh,Varanasi,ZONE-3,Flooding,"Flooding reported in the low-lying area in Varanasi, Uttar Pradesh. 5 people affected, minor injuries reported. Dispatch requested for NDRF flood rescue team.",MEDIUM,FLOOD
ERSS-031317,2026-01-15 01:20:00,Odisha,Kendrapara,ZONE-5,Waterlogging,"Waterlogging reported in the low-lying area in Kendrapara, Odisha. 71 people trapped/affected, multiple injuries reported, urgent evacuation needed. Dispatch requested for sandbags and water pump.",CRITICAL,FLOOD
ERSS-031318,2025-04-04 03:37:00,Uttar Pradesh,Lucknow,ZONE-3,Rescue,"Rescue operation required in the hilly terrain in Lucknow, Uttar Pradesh. 9 people affected including elderly and children, some injuries reported. Dispatch requested for ambulance.",HIGH,FLOOD
ERSS-031319,2026-01-20 08:47:00,Gujarat,Rajkot,ZONE-4,Waterlogging,"Waterlogging reported near the local market in Rajkot, Gujarat. 2 person(s) affected, no major injuries reported. Dispatch requested for sandbags.",LOW,FLOOD
ERSS-031320,2025-01-16 12:30:00,Maharashtra,Kolhapur,ZONE-3,Medical Emergency,"Medical emergency reported near the main bridge in Kolhapur, Maharashtra. 5 people affected, minor injuries reported. Dispatch requested for emergency medical team and medical first-aid kit.",MEDIUM,FLOOD
ERSS-031321,2025-02-07 18:28:00,Uttar Pradesh,Kanpur,ZONE-3,Flooding,"Flooding reported at the railway crossing in Kanpur, Uttar Pradesh. 14 people affected including elderly and children, some injuries reported. Dispatch requested for life jackets.",HIGH,FLOOD
ERSS-031322,2025-06-07 03:50:00,Kerala,Kozhikode,ZONE-1,Medical Emergency,"Medical emergency reported near the local market in Kozhikode, Kerala. 4 people affected, minor injuries reported. Dispatch requested for ambulance and paramedic team.",MEDIUM,FLOOD
ERSS-031323,2025-01-06 00:05:00,Gujarat,Rajkot,ZONE-3,Flooding,"Flooding reported near the village school in Rajkot, Gujarat. 17 people affected including elderly and children, some injuries reported. Dispatch requested for life jackets.",HIGH,FLOOD
ERSS-031324,2025-09-05 17:52:00,Bihar,Muzaffarpur,ZONE-5,Waterlogging,"Waterlogging reported at the highway junction in Muzaffarpur, Bihar. 4 people affected, minor injuries reported. Dispatch requested for water pump.",MEDIUM,FLOOD
ERSS-031325,2026-01-18 06:46:00,Maharashtra,Nashik,ZONE-1,Flooding,"Flooding reported near the industrial area in Nashik, Maharashtra. 1 person(s) affected, no major injuries reported. Dispatch requested for relief supplies.",LOW,FLOOD
ERSS-031326,2025-04-15 17:15:00,Karnataka,Udupi,ZONE-1,Waterlogging,"Waterlogging reported at the highway junction in Udupi, Karnataka. 8 people affected, minor injuries reported. Dispatch requested for water pump and sandbags.",MEDIUM,FLOOD
ERSS-031327,2025-02-08 03:07:00,Assam,Guwahati,ZONE-1,Flooding,"Flooding reported in the old town area in Guwahati, Assam. 20 people affected including elderly and children, some injuries reported. Dispatch requested for water pump.",HIGH,FLOOD
ERSS-031328,2025-02-09 08:41:00,Karnataka,Kodagu,ZONE-2,Rescue,"Rescue operation required near the government hospital in Kodagu, Karnataka. 2 person(s) affected, no major injuries reported. Dispatch requested for NDRF rescue team.",LOW,FLOOD
ERSS-031329,2025-12-16 18:53:00,Tamil Nadu,Madurai,ZONE-2,Rescue,"Rescue operation required near the industrial area in Madurai, Tamil Nadu. 14 people affected including elderly and children, some injuries reported. Dispatch requested for rescue rope and ladder.",HIGH,FLOOD
ERSS-031330,2025-02-27 06:40:00,Maharashtra,Kolhapur,ZONE-1,Waterlogging,"Waterlogging reported in a residential colony in Kolhapur, Maharashtra. 8 people affected, minor injuries reported. Dispatch requested for road clearance team.",MEDIUM,FLOOD
ERSS-031331,2025-07-08 04:27:00,West Bengal,Howrah,ZONE-2,Rescue,"Rescue operation required in the old town area in Howrah, West Bengal. 4 people affected, minor injuries reported. Dispatch requested for NDRF rescue team.",MEDIUM,FLOOD
ERSS-031332,2025-01-10 17:49:00,Tamil Nadu,Coimbatore,ZONE-3,Waterlogging,"Waterlogging reported in the low-lying area in Coimbatore, Tamil Nadu. 3 people affected, minor injuries reported. Dispatch requested for drainage team.",MEDIUM,FLOOD
ERSS-031333,2026-01-25 09:29:00,Assam,Barpeta,ZONE-3,Road Blockage,"Road blockage reported near the bus stand in Barpeta, Assam. 9 people affected including elderly and children, some injuries reported. Dispatch requested for traffic police team and tow truck.",HIGH,FLOOD
ERSS-031334,2025-11-13 17:54:00,Gujarat,Ahmedabad,ZONE-3,Medical Emergency,"Medical emergency reported in the hilly terrain in Ahmedabad, Gujarat. 2 person(s) affected, no major injuries reported. Dispatch requested for medical first-aid kit.",LOW,FLOOD
ERSS-031335,2025-07-08 16:06:00,Kerala,Alappuzha,ZONE-3,Medical Emergency,"Medical emergency reported in the low-lying area in Alappuzha, Kerala. 6 people affected, minor injuries reported. Dispatch requested for medical first-aid kit.",MEDIUM,FLOOD
ERSS-031336,2025-04-16 11:26:00,Karnataka,Kodagu,ZONE-1,Flooding,"Flooding reported in the hilly terrain in Kodagu, Karnataka. 19 people affected including elderly and children, some injuries reported. Dispatch requested for relief supplies.",HIGH,FLOOD
ERSS-031337,2025-09-14 18:38:00,Gujarat,Rajkot,ZONE-4,Rescue,"Rescue operation required in a residential colony in Rajkot, Gujarat. 4 people affected, minor injuries reported. Dispatch requested for NDRF rescue team and ambulance.",MEDIUM,FLOOD
ERSS-031338,2025-04-16 01:05:00,Uttar Pradesh,Kanpur,ZONE-5,Flooding,"Flooding reported near the main bridge in Kanpur, Uttar Pradesh. 6 people affected, minor injuries reported. Dispatch requested for rescue boat.",MEDIUM,FLOOD
ERSS-031339,2025-09-13 06:57:00,Uttar Pradesh,Lucknow,ZONE-3,Rescue,"Rescue operation required near the bus stand in Lucknow, Uttar Pradesh. 1 person(s) affected, no major injuries reported. Dispatch requested for fire and rescue unit.",LOW,FLOOD
ERSS-031340,2025-08-31 08:54:00,Maharashtra,Kolhapur,ZONE-3,Waterlogging,"Waterlogging reported in the low-lying area in Kolhapur, Maharashtra. 3 people affected, minor injuries reported. Dispatch requested for drainage team.",MEDIUM,FLOOD
ERSS-031341,2025-02-14 01:24:00,West Bengal,Murshidabad,ZONE-3,Flooding,"Flooding reported in the riverside settlement in Murshidabad, West Bengal. 3 person(s) affected, no major injuries reported. Dispatch requested for NDRF flood rescue team.",LOW,FLOOD
ERSS-031342,2025-12-10 23:50:00,Maharashtra,Pune,ZONE-1,Rescue,"Rescue operation required near the industrial area in Pune, Maharashtra. 4 people affected, minor injuries reported. Dispatch requested for ambulance and rescue rope and ladder.",MEDIUM,FLOOD
ERSS-031343,2025-08-02 11:46:00,Gujarat,Surat,ZONE-4,Rescue,"Rescue operation required at the highway junction in Surat, Gujarat. 16 people affected including elderly and children, some injuries reported. Dispatch requested for fire and rescue unit.",HIGH,FLOOD
ERSS-031344,2025-05-23 08:47:00,Odisha,Balasore,ZONE-4,Medical Emergency,"Medical emergency reported at the railway crossing in Balasore, Odisha. 44 people trapped/affected, multiple injuries reported, urgent evacuation needed. Dispatch requested for emergency medical team and medical first-aid kit.",CRITICAL,FLOOD
ERSS-031345,2025-12-24 19:28:00,West Bengal,Kolkata,ZONE-5,Flooding,"Flooding reported close to the river bank in Kolkata, West Bengal. 16 people affected including elderly and children, some injuries reported. Dispatch requested for water pump.",HIGH,FLOOD
ERSS-031346,2025-05-27 14:37:00,Uttar Pradesh,Kanpur,ZONE-2,Waterlogging,"Waterlogging reported on the national highway in Kanpur, Uttar Pradesh. 19 people affected including elderly and children, some injuries reported. Dispatch requested for drainage team.",HIGH,FLOOD
ERSS-031347,2025-01-05 03:06:00,Bihar,Gaya,ZONE-1,Flooding,"Flooding reported in the old town area in Gaya, Bihar. 3 people affected, minor injuries reported. Dispatch requested for rescue boat and life jackets.",MEDIUM,FLOOD
ERSS-031348,2025-08-16 23:37:00,Uttar Pradesh,Varanasi,ZONE-5,Medical Emergency,"Medical emergency reported near the bus stand in Varanasi, Uttar Pradesh. 10 people affected including elderly and children, some injuries reported. Dispatch requested for paramedic team and ambulance.",HIGH,FLOOD
ERSS-031349,2025-05-12 09:11:00,Odisha,Kendrapara,ZONE-5,Flooding,"Flooding reported on the national highway in Kendrapara, Odisha. 71 people trapped/affected, multiple injuries reported, urgent evacuation needed. Dispatch requested for rescue boat.",CRITICAL,FLOOD
ERSS-031350,2025-12-04 09:31:00,Assam,Guwahati,ZONE-3,Flooding,"Flooding reported at the highway junction in Guwahati, Assam. 14 people affected including elderly and children, some injuries reported. Dispatch requested for life jackets and water pump.",HIGH,FLOOD
ERSS-031351,2025-08-06 12:45:00,Kerala,Kozhikode,ZONE-2,Rescue,"Rescue operation required at the railway crossing in Kozhikode, Kerala. 3 people affected, minor injuries reported. Dispatch requested for ambulance.",MEDIUM,FLOOD
ERSS-031352,2025-11-10 09:21:00,Odisha,Bhubaneswar,ZONE-5,Flooding,"Flooding reported in the low-lying area in Bhubaneswar, Odisha. 47 people trapped/affected, multiple injuries reported, urgent evacuation needed. Dispatch requested for NDRF flood rescue team.",CRITICAL,FLOOD
ERSS-031353,2025-04-13 09:03:00,Bihar,Patna,ZONE-3,Road Blockage,"Road blockage reported near the industrial area in Patna, Bihar. 5 people affected, minor injuries reported. Dispatch requested for earthmover (JCB).",MEDIUM,FLOOD
ERSS-031354,2025-05-20 22:39:00,Kerala,Kottayam,ZONE-4,Waterlogging,"Waterlogging reported near the bus stand in Kottayam, Kerala. 1 person(s) affected, no major injuries reported. Dispatch requested for road clearance team.",LOW,FLOOD
ERSS-031355,2025-11-16 10:24:00,West Bengal,Howrah,ZONE-5,Flooding,"Flooding reported near the village school in Howrah, West Bengal. 4 people affected, minor injuries reported. Dispatch requested for water pump.",MEDIUM,FLOOD
ERSS-031356,2026-01-01 03:28:00,Uttar Pradesh,Varanasi,ZONE-4,Flooding,"Flooding reported near the government hospital in Varanasi, Uttar Pradesh. 1 person(s) affected, no major injuries reported. Dispatch requested for relief supplies and NDRF flood rescue team.",LOW,FLOOD
ERSS-031357,2025-05-31 14:18:00,Tamil Nadu,Thanjavur,ZONE-2,Flooding,"Flooding reported close to the river bank in Thanjavur, Tamil Nadu. 16 people affected including elderly and children, some injuries reported. Dispatch requested for relief supplies.",HIGH,FLOOD
ERSS-031358,2025-07-16 22:23:00,Assam,Jorhat,ZONE-2,Medical Emergency,"Medical emergency reported on the national highway in Jorhat, Assam. 12 people affected including elderly and children, some injuries reported. Dispatch requested for paramedic team.",HIGH,FLOOD
ERSS-031359,2025-06-25 10:21:00,Assam,Dhemaji,ZONE-4,Medical Emergency,"Medical emergency reported near the industrial area in Dhemaji, Assam. 34 people trapped/affected, multiple injuries reported, urgent evacuation needed. Dispatch requested for paramedic team and medical first-aid kit.",CRITICAL,FLOOD
ERSS-031360,2025-01-03 22:00:00,Bihar,Muzaffarpur,ZONE-1,Rescue,"Rescue operation required near the local market in Muzaffarpur, Bihar. 19 people affected including elderly and children, some injuries reported. Dispatch requested for rescue rope and ladder and NDRF rescue team.",HIGH,FLOOD
ERSS-031361,2025-09-16 10:22:00,Odisha,Kendrapara,ZONE-5,Medical Emergency,"Medical emergency reported near the industrial area in Kendrapara, Odisha. 16 people affected including elderly and children, some injuries reported. Dispatch requested for paramedic team.",HIGH,FLOOD
ERSS-031362,2025-11-25 00:38:00,Assam,Jorhat,ZONE-4,Flooding,"Flooding reported in the hilly terrain in Jorhat, Assam. 8 people affected, minor injuries reported. Dispatch requested for rescue boat and NDRF flood rescue team.",MEDIUM,FLOOD
ERSS-031363,2025-10-12 10:15:00,Karnataka,Bengaluru,ZONE-3,Flooding,"Flooding reported on the national highway in Bengaluru, Karnataka. 16 people affected including elderly and children, some injuries reported. Dispatch requested for relief supplies.",HIGH,FLOOD
ERSS-031364,2026-01-30 05:01:00,Assam,Jorhat,ZONE-2,Road Blockage,"Road blockage reported in the low-lying area in Jorhat, Assam. 35 people trapped/affected, multiple injuries reported, urgent evacuation needed. Dispatch requested for traffic police team and tow truck.",CRITICAL,FLOOD
ERSS-031365,2025-11-18 06:07:00,Odisha,Kendrapara,ZONE-2,Flooding,"Flooding reported in a residential colony in Kendrapara, Odisha. 11 people affected including elderly and children, some injuries reported. Dispatch requested for rescue boat and life jackets.",HIGH,FLOOD
ERSS-031366,2026-01-14 05:06:00,Bihar,Patna,ZONE-3,Flooding,"Flooding reported near the industrial area in Patna, Bihar. 1 person(s) affected, no major injuries reported. Dispatch requested for rescue boat and life jackets.",LOW,FLOOD
ERSS-031367,2025-08-05 18:20:00,Bihar,Patna,ZONE-3,Waterlogging,"Waterlogging reported near the main bridge in Patna, Bihar. 61 people trapped/affected, multiple injuries reported, urgent evacuation needed. Dispatch requested for drainage team.",CRITICAL,FLOOD
ERSS-031368,2026-02-05 12:41:00,Kerala,Kozhikode,ZONE-5,Flooding,"Flooding reported near the bus stand in Kozhikode, Kerala. 5 people affected, minor injuries reported. Dispatch requested for rescue boat.",MEDIUM,FLOOD
ERSS-031369,2025-03-19 09:40:00,West Bengal,Howrah,ZONE-2,Flooding,"Flooding reported in the low-lying area in Howrah, West Bengal. 9 people affected including elderly and children, some injuries reported. Dispatch requested for relief supplies.",HIGH,FLOOD
ERSS-031370,2025-01-20 11:17:00,Kerala,Kochi,ZONE-2,Waterlogging,"Waterlogging reported in the low-lying area in Kochi, Kerala. 10 people affected including elderly and children, some injuries reported. Dispatch requested for road clearance team and sandbags.",HIGH,FLOOD
ERSS-031371,2026-01-30 21:16:00,West Bengal,Darjeeling,ZONE-4,Medical Emergency,"Medical emergency reported near the main bridge in Darjeeling, West Bengal. 17 people affected including elderly and children, some injuries reported. Dispatch requested for medical first-aid kit and ambulance.",HIGH,FLOOD
ERSS-031372,2025-03-01 11:52:00,Uttar Pradesh,Kanpur,ZONE-2,Rescue,"Rescue operation required in a residential colony in Kanpur, Uttar Pradesh. 14 people affected including elderly and children, some injuries reported. Dispatch requested for ambulance and NDRF rescue team.",HIGH,FLOOD
ERSS-031373,2025-09-20 23:37:00,Uttar Pradesh,Lucknow,ZONE-5,Rescue,"Rescue operation required near the government hospital in Lucknow, Uttar Pradesh. 1 person(s) affected, no major injuries reported. Dispatch requested for NDRF rescue team.",LOW,FLOOD
ERSS-031374,2025-09-01 10:59:00,Bihar,Muzaffarpur,ZONE-3,Waterlogging,"Waterlogging reported at the highway junction in Muzaffarpur, Bihar. 7 people affected, minor injuries reported. Dispatch requested for drainage team and road clearance team.",MEDIUM,FLOOD
ERSS-031375,2025-02-24 22:56:00,Gujarat,Ahmedabad,ZONE-1,Flooding,"Flooding reported close to the river bank in Ahmedabad, Gujarat. 10 people affected including elderly and children, some injuries reported. Dispatch requested for water pump.",HIGH,FLOOD
ERSS-031376,2025-05-06 08:27:00,Odisha,Kendrapara,ZONE-2,Medical Emergency,"Medical emergency reported near the government hospital in Kendrapara, Odisha. 13 people affected including elderly and children, some injuries reported. Dispatch requested for emergency medical team.",HIGH,FLOOD
ERSS-031377,2025-06-29 13:58:00,Maharashtra,Mumbai,ZONE-1,Road Blockage,"Road blockage reported on the national highway in Mumbai, Maharashtra. 19 people affected including elderly and children, some injuries reported. Dispatch requested for road clearance crew.",HIGH,FLOOD
ERSS-031378,2025-03-07 12:44:00,Maharashtra,Nashik,ZONE-2,Flooding,"Flooding reported near the main bridge in Nashik, Maharashtra. 4 people affected, minor injuries reported. Dispatch requested for relief supplies.",MEDIUM,FLOOD
ERSS-031379,2026-01-06 01:54:00,Bihar,Darbhanga,ZONE-1,Flooding,"Flooding reported in the hilly terrain in Darbhanga, Bihar. 9 people affected including elderly and children, some injuries reported. Dispatch requested for rescue boat and NDRF flood rescue team.",HIGH,FLOOD
ERSS-031380,2025-09-11 12:05:00,Odisha,Balasore,ZONE-5,Rescue,"Rescue operation required near the local market in Balasore, Odisha. 9 people affected including elderly and children, some injuries reported. Dispatch requested for rescue rope and ladder.",HIGH,FLOOD
ERSS-031381,2025-08-20 14:55:00,Bihar,Darbhanga,ZONE-5,Flooding,"Flooding reported in a residential colony in Darbhanga, Bihar. 6 people affected, minor injuries reported. Dispatch requested for rescue boat and relief supplies.",MEDIUM,FLOOD
ERSS-031382,2025-01-25 03:58:00,Tamil Nadu,Madurai,ZONE-2,Flooding,"Flooding reported on the national highway in Madurai, Tamil Nadu. 8 people affected including elderly and children, some injuries reported. Dispatch requested for life jackets.",HIGH,FLOOD
ERSS-031383,2025-12-29 07:34:00,Maharashtra,Nashik,ZONE-5,Rescue,"Rescue operation required in the low-lying area in Nashik, Maharashtra. 6 people affected, minor injuries reported. Dispatch requested for ambulance.",MEDIUM,FLOOD
ERSS-031384,2025-09-26 10:24:00,Odisha,Kendrapara,ZONE-3,Rescue,"Rescue operation required in the hilly terrain in Kendrapara, Odisha. 18 people affected including elderly and children, some injuries reported. Dispatch requested for NDRF rescue team.",HIGH,FLOOD
ERSS-031385,2025-10-16 19:03:00,Tamil Nadu,Madurai,ZONE-1,Road Blockage,"Road blockage reported in the hilly terrain in Madurai, Tamil Nadu. 11 people affected including elderly and children, some injuries reported. Dispatch requested for road clearance crew.",HIGH,FLOOD
ERSS-031386,2025-07-28 14:02:00,Maharashtra,Pune,ZONE-5,Flooding,"Flooding reported near the main bridge in Pune, Maharashtra. 78 people trapped/affected, multiple injuries reported, urgent evacuation needed. Dispatch requested for NDRF flood rescue team.",CRITICAL,FLOOD
ERSS-031387,2025-10-30 14:03:00,Karnataka,Kodagu,ZONE-1,Rescue,"Rescue operation required near the industrial area in Kodagu, Karnataka. 12 people affected including elderly and children, some injuries reported. Dispatch requested for fire and rescue unit.",HIGH,FLOOD
ERSS-031388,2025-10-06 17:30:00,Odisha,Cuttack,ZONE-5,Medical Emergency,"Medical emergency reported on the national highway in Cuttack, Odisha. 40 people trapped/affected, multiple injuries reported, urgent evacuation needed. Dispatch requested for medical first-aid kit.",CRITICAL,FLOOD
ERSS-031389,2025-11-18 00:52:00,Karnataka,Mangaluru,ZONE-1,Waterlogging,"Waterlogging reported in the riverside settlement in Mangaluru, Karnataka. 3 people affected, minor injuries reported. Dispatch requested for drainage team.",MEDIUM,FLOOD
ERSS-031390,2025-07-09 02:09:00,Karnataka,Bengaluru,ZONE-3,Waterlogging,"Waterlogging reported near the government hospital in Bengaluru, Karnataka. 7 people affected, minor injuries reported. Dispatch requested for sandbags.",MEDIUM,FLOOD
ERSS-031391,2025-03-25 12:57:00,Tamil Nadu,Madurai,ZONE-4,Flooding,"Flooding reported in the hilly terrain in Madurai, Tamil Nadu. 19 people affected including elderly and children, some injuries reported. Dispatch requested for relief supplies and water pump.",HIGH,FLOOD
ERSS-031392,2025-06-21 06:51:00,Karnataka,Mysuru,ZONE-1,Flooding,"Flooding reported in a residential colony in Mysuru, Karnataka. 6 people affected, minor injuries reported. Dispatch requested for NDRF flood rescue team and water pump.",MEDIUM,FLOOD
ERSS-031393,2025-01-19 03:27:00,Tamil Nadu,Coimbatore,ZONE-1,Medical Emergency,"Medical emergency reported in a residential colony in Coimbatore, Tamil Nadu. 8 people affected including elderly and children, some injuries reported. Dispatch requested for emergency medical team and ambulance.",HIGH,FLOOD
ERSS-031394,2025-04-14 02:29:00,Tamil Nadu,Coimbatore,ZONE-5,Flooding,"Flooding reported at the railway crossing in Coimbatore, Tamil Nadu. 20 people affected including elderly and children, some injuries reported. Dispatch requested for life jackets.",HIGH,FLOOD
