record_id,source_document,page_number,section,disaster_phase,hazard_type,responsible_agency,action_type,action_text,keywords,text_clean
SOP_000565,DISMGPLAN_SOP,109,3.9.2 Mitigation Measures for Crops and Animals,General,General_Disaster,Not_Explicitly_Specified,General_Procedure,3.9.2 Mitigation Measures for Crops and Animals,"animals, crops, measures, mitigation",3.9.2 Mitigation Measures for Crops and Animals
SOP_000566,DISMGPLAN_SOP,109,3.9.2 Mitigation Measures for Crops and Animals,General,General_Disaster,IMD; State Government,Damage_Assessment,"The MoAFW closely monitors cold wave situation in consultation with IMD and State Governments. In case of cold wave/frost situation, States need to initiate location specific measures as outlined in District Crop Contingency Plans and in consultation with respective State Agricultural Universities to minimize its impact. Farmers are to provide light irrigation as per need, immediately prune damaged tips of branches or shoot, burn leave/waste material in the orchard to create smoke and manage rejuvenation of damaged crops through pruning of dead material, application of extra doses of fertilizer through foliar sprays. Vulnerable crops may be sprayed with water that will paradoxically protect the plants by freezing and absorbing the cold from surrounding air. Agencies specializing in animal care should provide necessary advisory and support for the care and protection of animals. In cold wave conditions, animal and livestock owners must feed adequately with appropriate feed to avoid animal deaths. They must stock suitable feed or forage before cold wave to feed the livestock.","absorbing, adequately, advisory, agencies, agricultural, animal, animals, application, appropriate, avoid, before, branches, burn, care, case, closely, cold, conditions, consultation, contingency, create, crop, crops, damaged, dead, deaths, district, doses, extra, farmers, feed, fertilizer, foliar, forage, freezing, frost, governments, immediately, impact, initiate, irrigation, leave, light, livestock, location, manage, material, measures, minimize, moafw, monitors, must, necessary, need, orchard, outlined, owners, paradoxically, plans, plants, protect, protection, provide, prune, pruning, rejuvenation, respective, shoot, should, situation, smoke, specializing, specific, sprayed, sprays, state, states, stock, suitable, support, surrounding, through, tips, universities, vulnerable, waste, water, wave","The MoAFW closely monitors cold wave situation in consultation with IMD and State Governments. In case of cold wave/frost situation, States need to initiate location specific measures as outlined in District Crop Contingency Plans and in consultation with respective State Agricultural Universities to minimize its impact. Farmers are to provide light irrigation as per need, immediately prune damaged tips of branches or shoot, burn leave/waste material in the orchard to create smoke and manage rejuvenation of damaged crops through pruning of dead material, application of extra doses of fertilizer through foliar sprays. Vulnerable crops may be sprayed with water that will paradoxically protect the plants by freezing and absorbing the cold from surrounding air. Agencies specializing in animal care should provide necessary advisory and support for the care and protection of animals. In cold wave conditions, animal and livestock owners must feed adequately with appropriate feed to avoid animal deaths. They must stock suitable feed or forage before cold wave to feed the livestock."
SOP_000567,DISMGPLAN_SOP,110,3.9.2 Mitigation Measures for Crops and Animals,General,Multi_Hazard,Not_Explicitly_Specified,General_Procedure,National Disaster Management Authority 80,"authority, disaster, management, national",National Disaster Management Authority 80
SOP_000568,DISMGPLAN_SOP,110,3.9.2 Mitigation Measures for Crops and Animals,General,General_Disaster,Not_Explicitly_Specified,General_Procedure,They must avoid exposure of animals to extreme cold. Illustrative crop protection measures during different vegetative stages are given in Table 3-1.,"animals, avoid, cold, crop, different, during, exposure, extreme, given, illustrative, measures, must, protection, stages, table, vegetative",They must avoid exposure of animals to extreme cold. Illustrative crop protection measures during different vegetative stages are given in Table 3-1.
SOP_000569,DISMGPLAN_SOP,110,3.9.2 Mitigation Measures for Crops and Animals,General,General_Disaster,Not_Explicitly_Specified,General_Procedure,Table 3-1: Snow and frost – Illustrative Crop Protection Measures,"crop, frost, illustrative, measures, protection, snow, table",Table 3-1: Snow and frost – Illustrative Crop Protection Measures
SOP_000570,DISMGPLAN_SOP,110,3.9.2 Mitigation Measures for Crops and Animals,General,General_Disaster,Not_Explicitly_Specified,General_Procedure,"Stages of Plant Growth Measures to be taken by Farmers 1 Seedling/ Nursery Stage Change of micro climate by smoking around the field especially during night 2 Vegetative/ Reproductive Stage Irrigating the field, smoking the field during night 3 Harvesting State Harvest the crop at physiological maturity stage Crops: Soybean, maize, jowar, arhar, cotton, chick pea, and wheat","arhar, around, change, chick, climate, cotton, crop, crops, during, especially, farmers, field, growth, harvest, harvesting, irrigating, jowar, maize, maturity, measures, micro, night, nursery, physiological, plant, reproductive, seedling, smoking, soybean, stage, stages, state, taken, vegetative, wheat","Stages of Plant Growth Measures to be taken by Farmers 1 Seedling/ Nursery Stage Change of micro climate by smoking around the field especially during night 2 Vegetative/ Reproductive Stage Irrigating the field, smoking the field during night 3 Harvesting State Harvest the crop at physiological maturity stage Crops: Soybean, maize, jowar, arhar, cotton, chick pea, and wheat"
SOP_000571,DISMGPLAN_SOP,110,3.9.2 Mitigation Measures for Crops and Animals,General,General_Disaster,NIDM,General_Procedure,"Source: Safety tips for Cold Wave, available at www.nidm.gov.in","available, cold, nidm, safety, source, tips, wave","Source: Safety tips for Cold Wave, available at www.nidm.gov.in"
SOP_000572,DISMGPLAN_SOP,111,3.9.2 Mitigation Measures for Crops and Animals,General,Multi_Hazard,Not_Explicitly_Specified,General_Procedure,National Disaster Management Plan 81,"disaster, management, national, plan",National Disaster Management Plan 81
SOP_000573,DISMGPLAN_SOP,111,3.10 Chemical (Industrial) Disasters Risk Mitigation,General,Chemical,Not_Explicitly_Specified,General_Procedure,3.10 Chemical (Industrial) Disasters Risk Mitigation,"chemical, disasters, industrial, mitigation, risk",3.10 Chemical (Industrial) Disasters Risk Mitigation
SOP_000574,DISMGPLAN_SOP,111,3.10 Chemical (Industrial) Disasters Risk Mitigation,General,Chemical,Not_Explicitly_Specified,General_Procedure,Chemical (Industrial) Disasters Understanding Risk,"chemical, disasters, industrial, risk, understanding",Chemical (Industrial) Disasters Understanding Risk
SOP_000575,DISMGPLAN_SOP,111,3.10 Chemical (Industrial) Disasters Risk Mitigation,General,Chemical,SDMA,General_Procedure,"Major Themes Central/State Agencies and their Responsibilities Centre Responsibility – Centre State Responsibility – State 1 Information Systems and Research MOEFCC • Online information system on HAZCHEM conforming to international standards • Chemical Accident Information Reporting System • Information on dealing with HAZCHEM • Research on effective management of HAZCHEM • National Hazardous Waste Information System (NHWIS) • Promote research and studies – both in-house and extra-mural by providing research grants to researchers and institutions • Promote R&D for indigenous manufacture of high quality personal protection equipment (PPFs) • Studies on improving occupational safety State/UT, SDMA,Industries Dept., SPCB and other relevant departments Support and coordination","accident, agencies, both, central, centre, chemical, conforming, coordination, dealing, departments, dept, effective, equipment, extra, grants, hazardous, hazchem, high, house, improving, indigenous, industries, information, institutions, international, major, management, manufacture, moefcc, mural, national, nhwis, occupational, online, other, personal, ppfs, promote, protection, providing, quality, relevant, reporting, research, researchers, responsibilities, responsibility, safety, sdma, spcb, standards, state, studies, support, system, systems, themes, waste","Major Themes Central/State Agencies and their Responsibilities Centre Responsibility – Centre State Responsibility – State 1 Information Systems and Research MOEFCC • Online information system on HAZCHEM conforming to international standards • Chemical Accident Information Reporting System • Information on dealing with HAZCHEM • Research on effective management of HAZCHEM • National Hazardous Waste Information System (NHWIS) • Promote research and studies – both in-house and extra-mural by providing research grants to researchers and institutions • Promote R&D for indigenous manufacture of high quality personal protection equipment (PPFs) • Studies on improving occupational safety State/UT, SDMA,Industries Dept., SPCB and other relevant departments Support and coordination"
SOP_000576,DISMGPLAN_SOP,111,3.10 Chemical (Industrial) Disasters Risk Mitigation,General,Multi_Hazard,SDMA,General_Procedure,"2 Zoning/ Mapping MoEFCC Guidance State/UT, SDMA,Industries Dept., SPCB and other relevant departments Industrial zones on basis of hazard potential and effective disaster management for worst case scenarios Carry out the mapping and related studies in collaboration with","basis, carry, case, collaboration, departments, dept, disaster, effective, guidance, hazard, industrial, industries, management, mapping, moefcc, other, potential, related, relevant, scenarios, sdma, spcb, state, studies, worst, zones, zoning","2 Zoning/ Mapping MoEFCC Guidance State/UT, SDMA,Industries Dept., SPCB and other relevant departments Industrial zones on basis of hazard potential and effective disaster management for worst case scenarios Carry out the mapping and related studies in collaboration with"
SOP_000577,DISMGPLAN_SOP,112,3.10 Chemical (Industrial) Disasters Risk Mitigation,General,Multi_Hazard,Not_Explicitly_Specified,General_Procedure,National Disaster Management Authority 82,"authority, disaster, management, national",National Disaster Management Authority 82
SOP_000578,DISMGPLAN_SOP,112,3.10 Chemical (Industrial) Disasters Risk Mitigation,General,Chemical,Not_Explicitly_Specified,General_Procedure,Chemical (Industrial) Disasters Understanding Risk,"chemical, disasters, industrial, risk, understanding",Chemical (Industrial) Disasters Understanding Risk
SOP_000579,DISMGPLAN_SOP,112,3.10 Chemical (Industrial) Disasters Risk Mitigation,General,General_Disaster,DDMA; NDMA; NIDM; SDMA,General_Procedure,"Major Themes Central/State Agencies and their Responsibilities Centre Responsibility – Centre State Responsibility – State central agencies/ technical organizations 3 Monitoring MoEFCC, CPCB Monitoring compliance with safety norms for HAZCHEM and proper disposal of hazardous waste State/UT, SDMA,Industries Dept., SPCB and other relevant departments Monitoring compliance with safety norms for HAZCHEM and proper disposal of hazardous waste 4 Hazard Risk Vulnerability Assessment MoEFCC,NDMA, NIDM,MoST, DST, CSIR, andother relevant Ministries • Promote studies, provide guidelines • Studies on vulnerability covering social, economic, ecological, gender, and equity aspects • Change in vulnerability and risk due under climate change scenarios State/UT,SDMA, DDMA,Panchayats, ULBs and other relevant departments Undertake HRVA as part of preparing and periodic revision of DM plans","agencies, andother, aspects, assessment, central, centre, change, climate, compliance, covering, cpcb, csir, ddma, departments, dept, disposal, ecological, economic, equity, gender, guidelines, hazard, hazardous, hazchem, hrva, industries, major, ministries, moefcc, monitoring, most, ndma, nidm, norms, organizations, other, panchayats, part, periodic, plans, preparing, promote, proper, provide, relevant, responsibilities, responsibility, revision, risk, safety, scenarios, sdma, social, spcb, state, studies, technical, themes, ulbs, under, undertake, vulnerability, waste","Major Themes Central/State Agencies and their Responsibilities Centre Responsibility – Centre State Responsibility – State central agencies/ technical organizations 3 Monitoring MoEFCC, CPCB Monitoring compliance with safety norms for HAZCHEM and proper disposal of hazardous waste State/UT, SDMA,Industries Dept., SPCB and other relevant departments Monitoring compliance with safety norms for HAZCHEM and proper disposal of hazardous waste 4 Hazard Risk Vulnerability Assessment MoEFCC,NDMA, NIDM,MoST, DST, CSIR, andother relevant Ministries • Promote studies, provide guidelines • Studies on vulnerability covering social, economic, ecological, gender, and equity aspects • Change in vulnerability and risk due under climate change scenarios State/UT,SDMA, DDMA,Panchayats, ULBs and other relevant departments Undertake HRVA as part of preparing and periodic revision of DM plans"
SOP_000580,DISMGPLAN_SOP,112,3.10.2 Inter-Agency Coordination,General,General_Disaster,Not_Explicitly_Specified,General_Procedure,3.10.2 Inter-Agency Coordination,"agency, coordination, inter",3.10.2 Inter-Agency Coordination
SOP_000581,DISMGPLAN_SOP,112,3.10.2 Inter-Agency Coordination,General,Chemical,Not_Explicitly_Specified,General_Procedure,Chemical (Industrial) Disasters Inter-Agency Coordination,"agency, chemical, coordination, disasters, industrial, inter",Chemical (Industrial) Disasters Inter-Agency Coordination
SOP_000582,DISMGPLAN_SOP,112,3.10.2 Inter-Agency Coordination,Early_Warning,General_Disaster,DDMA; MHA; NDMA; SDMA,Early_Warning,"Major Themes Central/State Agencies and their Responsibilities Centre Responsibility – Centre State Responsibility – State 1 Overall disaster governance MoEFCC Nodal ministry – providing coordination, technical inputs, and support SDMA, CoR, Revenue Dept., Industries Dept., SPCB, DDMA, Panchayats, ULBs Preparation and implementation of DM plans and ensure the functioning of agencies with DM tasks 2 Response MoEFCC Nodal ministry for central assistance SDMA, CoR, Revenue Dept., Industries Dept., SPCB, DDMA, Panchayats, ULBs Organising the immediate response and seeking assistance of central agencies 3 Warnings, Information, Data MoEFCC, NDMA Quick, clear, effective dissemination among central and state agencies SDMA, CoR, Revenue Dept., Industries Dept., SPCB, DDMA, Panchayats, ULBs Dissemination of warnings to all, down to the last mile – remote, rural or urban; Regular updates to people in areas at risk 4 Non-structural measures MoEFCC, MHA, BIS, NDMA and other Ministries such as MoCI, MoHIPE, MoSME, MoPNG, MoCF • Revised/ Updated rules, norms, and codes • New/Updated standards • Review and improve laws, regulations and policies SDMA, CoR, Revenue Dept., DDMA, Panchayats, ULBs Adapting the norms/ codes as per State’s requirement, enforcement, monitoring","adapting, agencies, among, areas, assistance, central, centre, clear, codes, coordination, data, ddma, dept, disaster, dissemination, down, effective, enforcement, ensure, functioning, governance, immediate, implementation, improve, industries, information, inputs, last, laws, major, measures, mile, ministries, ministry, mocf, moci, moefcc, mohipe, monitoring, mopng, mosme, ndma, nodal, norms, organising, other, overall, panchayats, people, plans, policies, preparation, providing, quick, regular, regulations, remote, requirement, response, responsibilities, responsibility, revenue, review, revised, risk, rules, rural, sdma, seeking, spcb, standards, state, structural, support, tasks, technical, themes, ulbs, updated, updates, urban, warnings","Major Themes Central/State Agencies and their Responsibilities Centre Responsibility – Centre State Responsibility – State 1 Overall disaster governance MoEFCC Nodal ministry – providing coordination, technical inputs, and support SDMA, CoR, Revenue Dept., Industries Dept., SPCB, DDMA, Panchayats, ULBs Preparation and implementation of DM plans and ensure the functioning of agencies with DM tasks 2 Response MoEFCC Nodal ministry for central assistance SDMA, CoR, Revenue Dept., Industries Dept., SPCB, DDMA, Panchayats, ULBs Organising the immediate response and seeking assistance of central agencies 3 Warnings, Information, Data MoEFCC, NDMA Quick, clear, effective dissemination among central and state agencies SDMA, CoR, Revenue Dept., Industries Dept., SPCB, DDMA, Panchayats, ULBs Dissemination of warnings to all, down to the last mile – remote, rural or urban; Regular updates to people in areas at risk 4 Non-structural measures MoEFCC, MHA, BIS, NDMA and other Ministries such as MoCI, MoHIPE, MoSME, MoPNG, MoCF • Revised/ Updated rules, norms, and codes • New/Updated standards • Review and improve laws, regulations and policies SDMA, CoR, Revenue Dept., DDMA, Panchayats, ULBs Adapting the norms/ codes as per State’s requirement, enforcement, monitoring"
SOP_000583,DISMGPLAN_SOP,113,3.10.2 Inter-Agency Coordination,General,Multi_Hazard,Not_Explicitly_Specified,General_Procedure,National Disaster Management Plan 83,"disaster, management, national, plan",National Disaster Management Plan 83
SOP_000584,DISMGPLAN_SOP,113,3.10.3 Investing in DRR–Structural Measures,General,General_Disaster,Not_Explicitly_Specified,General_Procedure,3.10.3 Investing in DRR–Structural Measures,"investing, measures, structural",3.10.3 Investing in DRR–Structural Measures
SOP_000585,DISMGPLAN_SOP,113,3.10.3 Investing in DRR–Structural Measures,General,Chemical,Not_Explicitly_Specified,General_Procedure,Chemical (Industrial) Disasters Structural Measures,"chemical, disasters, industrial, measures, structural",Chemical (Industrial) Disasters Structural Measures
SOP_000586,DISMGPLAN_SOP,113,3.10.3 Investing in DRR–Structural Measures,General,Chemical; Fire,DDMA; NDMA; SDMA,Evacuation; Medical_Care; Relief,"Major Themes Central/State Agencies and their Responsibilities Centre Responsibility – Centre State Responsibility – State 1 • Shelters, evacuation, and support facilities • Multiple routes for reliable access and escape • Decontamination facilities MoEFCC, NDMA, NBCC, BMTPC, CBRI, SERC, IE(I) Technical support State/UT, SDMA,Industries Dept., DDMA, Panchayats, ULBs, Industries, Industrial Associations • Identification of shelters with basic facilities like drinking water and first aid for chemical exposure • Ensuring water storage facilities and sources for water for accident containment and firefighting operations • Providing wide roads and multiple routes in the industrial area to allow quick access by first responders and to ensure escape pathways • Establish decontamination facilities for off-site emergencies of MAH units","access, accident, agencies, allow, area, associations, basic, bmtpc, cbri, central, centre, chemical, containment, ddma, decontamination, dept, drinking, emergencies, ensure, ensuring, escape, establish, evacuation, exposure, facilities, firefighting, first, identification, industrial, industries, like, major, moefcc, multiple, nbcc, ndma, operations, panchayats, pathways, providing, quick, reliable, responders, responsibilities, responsibility, roads, routes, sdma, serc, shelters, site, sources, state, storage, support, technical, themes, ulbs, units, water, wide","Major Themes Central/State Agencies and their Responsibilities Centre Responsibility – Centre State Responsibility – State 1 • Shelters, evacuation, and support facilities • Multiple routes for reliable access and escape • Decontamination facilities MoEFCC, NDMA, NBCC, BMTPC, CBRI, SERC, IE(I) Technical support State/UT, SDMA,Industries Dept., DDMA, Panchayats, ULBs, Industries, Industrial Associations • Identification of shelters with basic facilities like drinking water and first aid for chemical exposure • Ensuring water storage facilities and sources for water for accident containment and firefighting operations • Providing wide roads and multiple routes in the industrial area to allow quick access by first responders and to ensure escape pathways • Establish decontamination facilities for off-site emergencies of MAH units"
SOP_000587,DISMGPLAN_SOP,113,3.10.4 Investing in DRR–Non-Structural Measures,General,General_Disaster,Not_Explicitly_Specified,General_Procedure,3.10.4 Investing in DRR–Non-Structural Measures,"investing, measures, structural",3.10.4 Investing in DRR–Non-Structural Measures
SOP_000588,DISMGPLAN_SOP,113,3.10.4 Investing in DRR–Non-Structural Measures,General,Chemical,Not_Explicitly_Specified,General_Procedure,Chemical (Industrial) Disasters Non-Structural Measures,"chemical, disasters, industrial, measures, structural",Chemical (Industrial) Disasters Non-Structural Measures
SOP_000589,DISMGPLAN_SOP,113,3.10.4 Investing in DRR–Non-Structural Measures,General,Chemical,DDMA; SDMA,General_Procedure,"Major Themes Central/State Agencies and their Responsibilities Centre Responsibility – Centre State Responsibility – State 1 • Laws, Regulations, Techno-Legal regimes • Enforcement, Compliance and Monitoring • Institutional Arrangements MoEFCC, CPCB, MoCI, MoMSME, MoLE Review existing rules, regulations, laws State/UT, SDMA, DDMA,SPCB, Forest/ Environment Dept., Industries Dept., other relevant departments, Panchayats, ULBs, Industries, Associations • Formulate rules, norms, and laws such as factories rules consistent with that of ensuring greater safety in hazardous industries and to reduce likelihood of disasters • Empower factory inspectorates to take legal actions for noncompliance of MSIHC Rules • Review rules to grant compensation to chemical accident victims to improve them in favour of victims • Amend land use norms to ensure greater safety and to ensure buffer zones without human settlements in close proximity of hazardous industries • Strengthen the conduct of safety audits and enforcement of disaster prevention norms","accident, actions, agencies, amend, arrangements, associations, audits, buffer, central, centre, chemical, close, compensation, compliance, conduct, consistent, cpcb, ddma, departments, dept, disaster, disasters, empower, enforcement, ensure, ensuring, environment, existing, factories, factory, favour, forest, formulate, grant, greater, hazardous, human, improve, industries, inspectorates, institutional, land, laws, legal, likelihood, major, moci, moefcc, mole, momsme, monitoring, msihc, noncompliance, norms, other, panchayats, prevention, proximity, reduce, regimes, regulations, relevant, responsibilities, responsibility, review, rules, safety, sdma, settlements, spcb, state, strengthen, take, techno, them, themes, ulbs, victims, without, zones","Major Themes Central/State Agencies and their Responsibilities Centre Responsibility – Centre State Responsibility – State 1 • Laws, Regulations, Techno-Legal regimes • Enforcement, Compliance and Monitoring • Institutional Arrangements MoEFCC, CPCB, MoCI, MoMSME, MoLE Review existing rules, regulations, laws State/UT, SDMA, DDMA,SPCB, Forest/ Environment Dept., Industries Dept., other relevant departments, Panchayats, ULBs, Industries, Associations • Formulate rules, norms, and laws such as factories rules consistent with that of ensuring greater safety in hazardous industries and to reduce likelihood of disasters • Empower factory inspectorates to take legal actions for noncompliance of MSIHC Rules • Review rules to grant compensation to chemical accident victims to improve them in favour of victims • Amend land use norms to ensure greater safety and to ensure buffer zones without human settlements in close proximity of hazardous industries • Strengthen the conduct of safety audits and enforcement of disaster prevention norms"
SOP_000590,DISMGPLAN_SOP,114,3.10.4 Investing in DRR–Non-Structural Measures,General,Multi_Hazard,Not_Explicitly_Specified,General_Procedure,National Disaster Management Authority 84,"authority, disaster, management, national",National Disaster Management Authority 84
SOP_000591,DISMGPLAN_SOP,114,3.10.4 Investing in DRR–Non-Structural Measures,General,Chemical,Not_Explicitly_Specified,General_Procedure,Chemical (Industrial) Disasters Non-Structural Measures,"chemical, disasters, industrial, measures, structural",Chemical (Industrial) Disasters Non-Structural Measures
SOP_000592,DISMGPLAN_SOP,114,3.10.4 Investing in DRR–Non-Structural Measures,Response,Multi_Hazard,DDMA; NDMA; SDMA,General_Procedure,"Major Themes Central/State Agencies and their Responsibilities Centre Responsibility – Centre State Responsibility – State 2 Public Private Partnerships MoEFCC, NDMA, FICCI, ASSOCHAM, etc. Guidance State/UT, SDMA, DDMA, Industries, Associations Promote private participation in off-site disaster management facilities Provide legal support for Mutual Assistance Groups among industries within clusters Encourage private participation in enhancing off-site disaster response and mitigation","agencies, among, assistance, assocham, associations, central, centre, clusters, ddma, disaster, encourage, enhancing, facilities, ficci, groups, guidance, industries, legal, major, management, mitigation, moefcc, mutual, ndma, participation, partnerships, private, promote, provide, public, response, responsibilities, responsibility, sdma, site, state, support, themes, within","Major Themes Central/State Agencies and their Responsibilities Centre Responsibility – Centre State Responsibility – State 2 Public Private Partnerships MoEFCC, NDMA, FICCI, ASSOCHAM, etc. Guidance State/UT, SDMA, DDMA, Industries, Associations Promote private participation in off-site disaster management facilities Provide legal support for Mutual Assistance Groups among industries within clusters Encourage private participation in enhancing off-site disaster response and mitigation"
SOP_000593,DISMGPLAN_SOP,114,3.10.4 Investing in DRR–Non-Structural Measures,Preparedness,Chemical; Multi_Hazard,DDMA; NDRF; NIDM; SDMA,Medical_Care; Preparedness; Search_and_Rescue,"Chemical (Industrial) Disasters Capacity Development Major Themes Central/State Agencies and their Responsibilities Centre Responsibility – Centre State Responsibility – State 1 Training MoEFCC, CPCB, NIDM, MoCI, MoMSME, MoLE Training and orientation programs on management and disposal of HAZCHEM SDMA, State ATIs, SPCB, Industries Dept., DDMA, Panchayats, ULBs, Industries, Associations Training and orientation programs for state govt. staff, and other direct stakeholders NIDM,NDRF, CAPF, Min. of Sports and Youth Affairs, MoD Incorporating disaster response, search and rescue in in the training programs of youth such as NCC, NYKS, Scouts and Guides and NSS SDMA,SIDM, ATI DDMA, Panchayats, ULBs Incorporating disaster response, search and rescue in the training programs of youth such as village volunteers, civil society, village/ward level leaders 2 Curriculum Development MoHRD, AICTE, IITs, UGC, NIDM Promote inclusion of more specializations and electives on HAZCHEM and chemical disaster management Professional Bodies and Councils in States Add more specializations and electives on HAZCHEM and chemical disaster management MoHFW, IMA • Review and address gaps in medical education at different levels with respect to emergency medical response • Review the specialization needs in the area of dealing with victims of chemical disasters State/UT, Health Dept.","address, affairs, agencies, aicte, area, associations, atis, bodies, capacity, capf, central, centre, chemical, civil, councils, cpcb, curriculum, ddma, dealing, dept, development, different, direct, disaster, disasters, disposal, education, electives, emergency, gaps, govt, guides, hazchem, health, iits, inclusion, incorporating, industrial, industries, leaders, level, levels, major, management, medical, moci, moefcc, mohfw, mohrd, mole, momsme, more, ndrf, needs, nidm, nyks, orientation, other, panchayats, professional, programs, promote, rescue, respect, response, responsibilities, responsibility, review, scouts, sdma, search, sidm, society, spcb, specialization, specializations, sports, staff, stakeholders, state, states, themes, training, ulbs, victims, village, volunteers, ward, youth","Chemical (Industrial) Disasters Capacity Development Major Themes Central/State Agencies and their Responsibilities Centre Responsibility – Centre State Responsibility – State 1 Training MoEFCC, CPCB, NIDM, MoCI, MoMSME, MoLE Training and orientation programs on management and disposal of HAZCHEM SDMA, State ATIs, SPCB, Industries Dept., DDMA, Panchayats, ULBs, Industries, Associations Training and orientation programs for state govt. staff, and other direct stakeholders NIDM,NDRF, CAPF, Min. of Sports and Youth Affairs, MoD Incorporating disaster response, search and rescue in in the training programs of youth such as NCC, NYKS, Scouts and Guides and NSS SDMA,SIDM, ATI DDMA, Panchayats, ULBs Incorporating disaster response, search and rescue in the training programs of youth such as village volunteers, civil society, village/ward level leaders 2 Curriculum Development MoHRD, AICTE, IITs, UGC, NIDM Promote inclusion of more specializations and electives on HAZCHEM and chemical disaster management Professional Bodies and Councils in States Add more specializations and electives on HAZCHEM and chemical disaster management MoHFW, IMA • Review and address gaps in medical education at different levels with respect to emergency medical response • Review the specialization needs in the area of dealing with victims of chemical disasters State/UT, Health Dept."
SOP_000594,DISMGPLAN_SOP,114,3.10.4 Investing in DRR–Non-Structural Measures,General,General_Disaster,Not_Explicitly_Specified,General_Procedure,Implement the recommendations of reviews in all educational institutions in the state/UT,"educational, implement, institutions, recommendations, reviews, state",Implement the recommendations of reviews in all educational institutions in the state/UT
SOP_000595,DISMGPLAN_SOP,115,3.10.4 Investing in DRR–Non-Structural Measures,General,Multi_Hazard,Not_Explicitly_Specified,General_Procedure,National Disaster Management Plan 85,"disaster, management, national, plan",National Disaster Management Plan 85
SOP_000596,DISMGPLAN_SOP,115,3.10.4 Investing in DRR–Non-Structural Measures,General,Chemical; Fire,DDMA; NDMA; NDRF; NIDM; Police; SDMA; SDRF,General_Procedure,"Chemical (Industrial) Disasters Capacity Development Major Themes Central/State Agencies and their Responsibilities Centre Responsibility – Centre State Responsibility – State • Review and take steps to improve the facilities required to treat victims of chemical disasters Central Boards of Education Introducing basic DM concepts and precautions related to HAZCHEM State Education Boards Introducing basic DM concepts and precautions related to HAZCHEM 3 Awareness Generation MoEFCC, NDMA,NDRF, CAPF,NIDM,MoCI, MoMSME, MoLE • Carry out mass media campaigns • Promote culture of disaster risk prevention, mitigation, and better risk management • Promote attitude and behaviour change in the awareness campaigns/ IEC • Promote use of insurance/ risk transfer • Promote Community Radio • Strengthening network of civil society organizations for awareness generation about DRR and DM • Focus on safety and compliance with SOP at workplace for workers State/UT, SDMA,SDRF, Fire and Emergency Services,Industries Dept., Civil Defence, Police, DDMA, Panchayats, ULBs • Carry out mass media campaigns • Promote culture of disaster risk prevention, mitigation, and better risk management • Promote attitude and behaviour change in the awareness campaigns/ IEC • Promote use of insurance/ risk transfer • Strengthening network of civil society organizations for awareness generation about DRR and DM • Focus on safety and compliance with SOP at workplace for workers • Information on safety, care and protection of disaster-affected animals","about, affected, agencies, animals, attitude, awareness, basic, behaviour, better, boards, campaigns, capacity, capf, care, carry, central, centre, change, chemical, civil, community, compliance, concepts, culture, ddma, defence, dept, development, disaster, disasters, education, emergency, facilities, fire, focus, generation, hazchem, improve, industrial, industries, information, insurance, introducing, major, management, mass, media, mitigation, moci, moefcc, mole, momsme, ndma, ndrf, network, nidm, organizations, panchayats, police, precautions, prevention, promote, protection, radio, related, required, responsibilities, responsibility, review, risk, safety, sdma, sdrf, services, society, state, steps, strengthening, take, themes, transfer, treat, ulbs, victims, workers, workplace","Chemical (Industrial) Disasters Capacity Development Major Themes Central/State Agencies and their Responsibilities Centre Responsibility – Centre State Responsibility – State • Review and take steps to improve the facilities required to treat victims of chemical disasters Central Boards of Education Introducing basic DM concepts and precautions related to HAZCHEM State Education Boards Introducing basic DM concepts and precautions related to HAZCHEM 3 Awareness Generation MoEFCC, NDMA,NDRF, CAPF,NIDM,MoCI, MoMSME, MoLE • Carry out mass media campaigns • Promote culture of disaster risk prevention, mitigation, and better risk management • Promote attitude and behaviour change in the awareness campaigns/ IEC • Promote use of insurance/ risk transfer • Promote Community Radio • Strengthening network of civil society organizations for awareness generation about DRR and DM • Focus on safety and compliance with SOP at workplace for workers State/UT, SDMA,SDRF, Fire and Emergency Services,Industries Dept., Civil Defence, Police, DDMA, Panchayats, ULBs • Carry out mass media campaigns • Promote culture of disaster risk prevention, mitigation, and better risk management • Promote attitude and behaviour change in the awareness campaigns/ IEC • Promote use of insurance/ risk transfer • Strengthening network of civil society organizations for awareness generation about DRR and DM • Focus on safety and compliance with SOP at workplace for workers • Information on safety, care and protection of disaster-affected animals"
SOP_000597,DISMGPLAN_SOP,116,3.10.4 Investing in DRR–Non-Structural Measures,General,Multi_Hazard,Not_Explicitly_Specified,General_Procedure,National Disaster Management Authority 86,"authority, disaster, management, national",National Disaster Management Authority 86
